"","bestCostByT","temperatures"
"1",149356611,11745377.535
"2",149163815,9278848.25265
"3",148814953,7330290.1195935
"4",148634534,5790929.19447887
"5",149509029,4574834.0636383
"6",148803370,3614118.91027426
"7",150298302,2855153.93911667
"8",148947100,2255571.61190217
"9",148675665,1781901.57340271
"10",148813467,1407702.24298814
"11",148952079,1112084.77196063
"12",148895167,878546.9698489
"13",148703192,694052.106180631
"14",148683884,548301.163882698
"15",149429621,433157.919467332
"16",148927154,342194.756379192
"17",148690034,270333.857539562
"18",148899656,213563.747456254
"19",148630890,168715.360490441
"20",148652986,133285.134787448
"21",148766607,105295.256482084
"22",148958877,83183.2526208463
