"","bestCostByT","temperatures"
"1",149629757,14718890.835
"2",149784262,14571701.92665
"3",151524590,14425984.9073835
"4",149090451,14281725.0583097
"5",148500219,14138907.8077266
"6",149382769,13997518.7296493
"7",147830157,13857543.5423528
"8",153364992,13718968.1069293
"9",150550872,13581778.42586
"10",149146484,13445960.6416014
"11",149210440,13311501.0351854
"12",149399020,13178386.0248335
"13",149068715,13046602.1645852
"14",152356902,12916136.1429393
"15",148535041,12786974.7815099
"16",148694466,12659105.0336948
"17",149097329,12532513.9833579
"18",150229041,12407188.8435243
"19",149943257,12283116.9550891
"20",151234706,12160285.7855382
"21",148799048,12038682.9276828
"22",149162108,11918296.098406
"23",149698153,11799113.1374219
"24",151980651,11681122.0060477
"25",151611941,11564310.7859872
"26",151508935,11448667.6781273
"27",152145126,11334181.0013461
"28",150173215,11220839.1913326
"29",148830675,11108630.7994193
"30",148389629,10997544.4914251
"31",149126114,10887569.0465108
"32",154674916,10778693.3560457
"33",150344497,10670906.4224853
"34",148703967,10564197.3582604
"35",149200206,10458555.3846778
"36",149428703,10353969.830831
"37",151776881,10250430.1325227
"38",155140674,10147925.8311975
"39",149782249,10046446.5728855
"40",150792023,9945982.10715667
"41",152284425,9846522.2860851
"42",149079108,9748057.06322425
"43",150517989,9650576.49259201
"44",148734149,9554070.72766609
"45",149144425,9458530.02038943
"46",149215803,9363944.72018553
"47",155578445,9270305.27298368
"48",149173717,9177602.22025384
"49",148790577,9085826.1980513
"50",148827190,8994967.93607079
"51",160245221,8905018.25671008
"52",151338504,8815968.07414298
"53",148937526,8727808.39340155
"54",149616210,8640530.30946754
"55",148690348,8554125.00637286
"56",147292249,8468583.75630913
"57",150705344,8383897.91874604
"58",149828161,8300058.93955858
"59",148923756,8217058.35016299
"60",151759570,8134887.76666136
"61",148675665,8053538.88899475
"62",149158926,7973003.5001048
"63",149028140,7893273.46510375
"64",151640304,7814340.73045272
"65",149469609,7736197.32314819
"66",148660221,7658835.34991671
"67",149708134,7582246.99641754
"68",149408159,7506424.52645336
"69",151346358,7431360.28118883
"70",150349785,7357046.67837694
"71",149645738,7283476.21159317
"72",149078246,7210641.44947724
"73",149828454,7138535.03498247
"74",150405377,7067149.68463264
"75",148843972,6996478.18778632
"76",150211616,6926513.40590845
"77",148873261,6857248.27184937
"78",149015424,6788675.78913087
"79",151483015,6720789.03123957
"80",149532960,6653581.14092717
"81",151801806,6587045.3295179
"82",153043576,6521174.87622272
"83",149125571,6455963.12746049
"84",148962514,6391403.49618589
"85",150363211,6327489.46122403
"86",148761903,6264214.56661179
"87",149439857,6201572.42094567
"88",157793009,6139556.69673621
"89",148931608,6078161.12976885
"90",149474773,6017379.51847116
"91",148993016,5957205.72328645
"92",148706040,5897633.66605359
"93",148925147,5838657.32939305
"94",152304081,5780270.75609912
"95",150371483,5722468.04853813
"96",151295760,5665243.36805275
"97",149399296,5608590.93437222
"98",147912659,5552505.0250285
"99",149215132,5496979.97477821
"100",149920812,5442010.17503043
"101",149031924,5387590.07328012
"102",150794803,5333714.17254732
"103",151718044,5280377.03082185
"104",148961687,5227573.26051363
"105",150561589,5175297.5279085
"106",149113847,5123544.55262941
"107",148728807,5072309.10710312
"108",150493137,5021586.01603208
"109",148360344,4971370.15587176
"110",150388792,4921656.45431305
"111",149317359,4872439.88976992
"112",152899157,4823715.49087222
"113",149096415,4775478.33596349
"114",151185383,4727723.55260386
"115",148742583,4680446.31707782
"116",149883312,4633641.85390704
"117",148703967,4587305.43536797
"118",149821846,4541432.38101429
"119",153158557,4496018.05720415
"120",149447961,4451057.87663211
"121",149923435,4406547.29786579
"122",149674459,4362481.82488713
"123",148872461,4318857.00663826
"124",149332730,4275668.43657188
"125",149792633,4232911.75220616
"126",149081178,4190582.6346841
"127",149837747,4148676.80833725
"128",150291966,4107190.04025388
"129",149382451,4066118.13985134
"130",148584957,4025456.95845283
"131",150974806,3985202.3888683
"132",148406127,3945350.36497962
"133",148796285,3905896.86132982
"134",151076917,3866837.89271652
"135",148125344,3828169.51378936
"136",153454259,3789887.81865146
"137",150020728,3751988.94046495
"138",150097949,3714469.0510603
"139",150665380,3677324.3605497
"140",150841935,3640551.1169442
"141",148689561,3604145.60577476
"142",149297688,3568104.14971701
"143",149784176,3532423.10821984
"144",148709192,3497098.87713764
"145",149852144,3462127.88836627
"146",150426659,3427506.6094826
"147",150544638,3393231.54338778
"148",149204292,3359299.2279539
"149",149985745,3325706.23567436
"150",148861020,3292449.17331762
"151",148977046,3259524.68158444
"152",149575804,3226929.4347686
"153",149155342,3194660.14042091
"154",149484867,3162713.5390167
"155",151361877,3131086.40362653
"156",148652922,3099775.53959027
"157",149260907,3068777.78419437
"158",148749413,3038090.00635242
"159",149022102,3007709.1062889
"160",150432664,2977632.01522601
"161",150409982,2947855.69507375
"162",149680361,2918377.13812301
"163",149129824,2889193.36674178
"164",148901651,2860301.43307436
"165",149186325,2831698.41874362
"166",148412959,2803381.43455618
"167",148694349,2775347.62021062
"168",149368658,2747594.14400852
"169",149896732,2720118.20256843
"170",151939651,2692917.02054275
"171",150190854,2665987.85033732
"172",149687852,2639327.97183395
"173",148923706,2612934.69211561
"174",150417459,2586805.34519445
"175",149664678,2560937.29174251
"176",149665164,2535327.91882508
"177",149274043,2509974.63963683
"178",149102503,2484874.89324046
"179",149773511,2460026.14430806
"180",148753517,2435425.88286498
"181",149792792,2411071.62403633
"182",149421178,2386960.90779596
"183",150158773,2363091.298718
"184",154314355,2339460.38573082
"185",149388105,2316065.78187352
"186",150194228,2292905.12405478
"187",154756232,2269976.07281423
"188",148825641,2247276.31208609
"189",149900461,2224803.54896523
"190",148792230,2202555.51347558
"191",149472406,2180529.95834082
"192",150450833,2158724.65875741
"193",149356563,2137137.41216984
"194",148698742,2115766.03804814
"195",151360929,2094608.37766766
"196",149676729,2073662.29389098
"197",149432061,2052925.67095207
"198",148782215,2032396.41424255
"199",150014061,2012072.45010013
"200",149446075,1991951.72559913
"201",148844929,1972032.20834313
"202",150950748,1952311.8862597
"203",149527926,1932788.76739711
"204",148879454,1913460.87972313
"205",149499784,1894326.2709259
"206",148912841,1875383.00821664
"207",148428686,1856629.17813448
"208",148710498,1838062.88635313
"209",151945301,1819682.2574896
"210",150074958,1801485.43491471
"211",149631680,1783470.58056556
