"","bestCostByT","temperatures"
"1",197322127,950000
"2",196842077,902500
"3",196661390,857375
"4",196603222,814506,25
"5",196650283,773780,9375
"6",197464266,735091,890625
"7",196954795,698337,29609375
"8",196856332,663420,431289062
"9",196589974,630249,409724609
"10",196698624,598736,939238379
"11",196595496,568800,09227646
"12",197056761,540360,087662637
"13",196810189,513342,083279505
"14",196582724,487674,97911553
"15",195403585,463291,230159753
"16",196109628,440126,668651765
"17",196900228,418120,335219177
"18",196679156,397214,318458218
"19",196974374,377353,602535307
"20",196696872,358485,922408542
"21",196815717,340561,626288115
"22",196697007,323533,544973709
"23",196599613,307356,867725024
"24",196641696,291989,024338772
"25",196252650,277389,573121834
"26",196594319,263520,094465742
"27",196768735,250344,089742455
"28",196638952,237826,885255332
"29",196591639,225935,540992566
"30",196076316,214638,763942937
"31",196076316,203906,82574579
"32",196076316,193711,484458501
"33",194957629,184025,910235576
"34",194957629,174824,614723797
"35",194957629,166083,383987607
"36",194957629,157779,214788227
"37",194957629,149890,254048815
"38",194957629,142395,741346375
"39",194957629,135275,954279056
"40",194957629,128512,156565103
"41",194957629,122086,548736848
"42",194957629,115982,221300006
"43",194957629,110183,110235005
"44",194957629,104673,954723255
"45",194957629,99440,2569870922
"46",194957629,94468,2441377376
"47",194957629,89744,8319308507
"48",194957629,85257,5903343082
"49",194957629,80994,7108175927
"50",194957629,76944,9752767131
"51",194957629,73097,7265128774
"52",194957629,69442,8401872336
"53",194957629,65970,6981778719
"54",194957629,62672,1632689783
"55",194957629,59538,5551055294
"56",194957629,56561,6273502529
"57",194957629,53733,5459827403
"58",194957629,51046,8686836032
"59",194957629,48494,5252494231
"60",194563143,46069,7989869519
"61",194563143,43766,3090376043
"62",194563143,41577,9935857241
"63",194563143,39499,0939064379
"64",194563143,37524,139211116
"65",194563143,35647,9322505602
"66",194563143,33865,5356380322
"67",194563143,32172,2588561306
"68",194563143,30563,645913324
"69",194563143,29035,4636176578
"70",194563143,27583,690436775
"71",194327188,26204,5059149362
"72",194327188,24894,2806191894
"73",194327188,23649,5665882299
"74",194327188,22467,0882588184
"75",194327188,21343,7338458775
"76",194327188,20276,5471535836
"77",194327188,19262,7197959044
"78",194327188,18299,5838061092
"79",194327188,17384,6046158038
"80",194327188,16515,3743850136
"81",194327188,15689,6056657629
"82",194327188,14905,1253824747
"83",194327188,14159,869113351
"84",194327188,13451,8756576835
"85",194327188,12779,2818747993
"86",194327188,12140,3177810593
"87",194327188,11533,3018920063
"88",194327188,10956,636797406
"89",194327188,10408,8049575357
"90",194327188,9888,36470965894
