"","bestCostByT","temperatures"
"1",6698040970,950000
"2",6698040970,902500
"3",6698040970,857375
"4",6698040970,814506,25
"5",6682154255,773780,9375
"6",6682154255,735091,890625
"7",6639068984,698337,29609375
"8",6639068984,663420,431289062
"9",6639068984,630249,409724609
"10",6639068984,598736,939238379
"11",6639068984,568800,09227646
"12",6639068984,540360,087662637
"13",6639068984,513342,083279505
"14",6639068984,487674,97911553
"15",6639068984,463291,230159753
"16",6639068984,440126,668651765
"17",6639068984,418120,335219177
"18",6639068984,397214,318458218
"19",6639068984,377353,602535307
"20",6639068984,358485,922408542
"21",6639068984,340561,626288115
"22",6639068984,323533,544973709
"23",6639068984,307356,867725024
"24",6639068984,291989,024338772
"25",6639068984,277389,573121834
"26",6639068984,263520,094465742
"27",6639068984,250344,089742455
"28",6639068984,237826,885255332
"29",6639068984,225935,540992566
"30",6639068984,214638,763942937
"31",6639068984,203906,82574579
"32",6639068984,193711,484458501
"33",6244669441,184025,910235576
"34",6244669441,174824,614723797
"35",6244669441,166083,383987607
"36",6244669441,157779,214788227
"37",6244669441,149890,254048815
"38",6244669441,142395,741346375
"39",6244669441,135275,954279056
"40",6244669441,128512,156565103
"41",6244669441,122086,548736848
"42",6244669441,115982,221300006
"43",6244669441,110183,110235005
"44",6244669441,104673,954723255
"45",6244669441,99440,2569870922
"46",6244669441,94468,2441377376
"47",6244669441,89744,8319308507
"48",6244669441,85257,5903343082
"49",6244669441,80994,7108175927
"50",6244669441,76944,9752767131
"51",6244669441,73097,7265128774
"52",6244669441,69442,8401872336
"53",6244669441,65970,6981778719
"54",6244669441,62672,1632689783
"55",6244669441,59538,5551055294
"56",6244669441,56561,6273502529
"57",6244669441,53733,5459827403
"58",6244669441,51046,8686836032
"59",6244669441,48494,5252494231
"60",6244669441,46069,7989869519
"61",6244669441,43766,3090376043
"62",6244669441,41577,9935857241
"63",6244669441,39499,0939064379
"64",6244669441,37524,139211116
"65",6244669441,35647,9322505602
"66",6244669441,33865,5356380322
"67",6244669441,32172,2588561306
"68",6244669441,30563,645913324
"69",6244669441,29035,4636176578
"70",6244669441,27583,690436775
"71",6244669441,26204,5059149362
"72",6244669441,24894,2806191894
"73",6244669441,23649,5665882299
"74",6244669441,22467,0882588184
"75",6244669441,21343,7338458775
"76",6244669441,20276,5471535836
"77",6244669441,19262,7197959044
"78",6244669441,18299,5838061092
"79",6244669441,17384,6046158038
"80",6244669441,16515,3743850136
"81",6244669441,15689,6056657629
"82",6244669441,14905,1253824747
"83",6244669441,14159,869113351
"84",6244669441,13451,8756576835
"85",6244669441,12779,2818747993
"86",6244669441,12140,3177810593
"87",6244669441,11533,3018920063
"88",6244669441,10956,636797406
"89",6244669441,10408,8049575357
"90",6244669441,9888,36470965894
