"","bestCostByT","temperatures"
"1",196780482,14718890.835
"2",199819514,14571701.92665
"3",200362307,14425984.9073835
"4",198393946,14281725.0583097
"5",199257881,14138907.8077266
"6",196563600,13997518.7296493
"7",197501683,13857543.5423528
"8",195663725,13718968.1069293
"9",196505532,13581778.42586
"10",196786795,13445960.6416014
"11",202183185,13311501.0351854
"12",198293622,13178386.0248335
"13",196788932,13046602.1645852
"14",197152735,12916136.1429393
"15",196587626,12786974.7815099
"16",196688162,12659105.0336948
"17",201334928,12532513.9833579
"18",199157262,12407188.8435243
"19",196649566,12283116.9550891
"20",196637062,12160285.7855382
"21",199944907,12038682.9276828
"22",196956174,11918296.098406
"23",196801371,11799113.1374219
"24",197645808,11681122.0060477
"25",196804102,11564310.7859872
"26",200090909,11448667.6781273
"27",197264610,11334181.0013461
"28",198582171,11220839.1913326
"29",197479233,11108630.7994193
"30",197148413,10997544.4914251
"31",197594542,10887569.0465108
"32",199853226,10778693.3560457
"33",197421105,10670906.4224853
"34",199431186,10564197.3582604
"35",196889550,10458555.3846778
"36",197126472,10353969.830831
"37",197678657,10250430.1325227
"38",198579194,10147925.8311975
"39",196856429,10046446.5728855
"40",197150682,9945982.10715667
"41",198778414,9846522.2860851
"42",197376330,9748057.06322425
"43",197704191,9650576.49259201
"44",197041863,9554070.72766609
"45",200149178,9458530.02038943
"46",198740593,9363944.72018553
"47",196678028,9270305.27298368
"48",196166253,9177602.22025384
"49",199005498,9085826.1980513
"50",198920061,8994967.93607079
"51",198233502,8905018.25671008
"52",197003428,8815968.07414298
"53",196732769,8727808.39340155
"54",197015277,8640530.30946754
"55",200475800,8554125.00637286
"56",197172420,8468583.75630913
"57",197462659,8383897.91874604
"58",197929467,8300058.93955858
"59",201672237,8217058.35016299
"60",196776281,8134887.76666136
"61",198579265,8053538.88899475
"62",198155930,7973003.5001048
"63",197674756,7893273.46510375
"64",196868077,7814340.73045272
"65",196617836,7736197.32314819
"66",197813037,7658835.34991671
"67",198237164,7582246.99641754
"68",197901917,7506424.52645336
"69",201744041,7431360.28118883
"70",197152050,7357046.67837694
"71",197433003,7283476.21159317
"72",198201888,7210641.44947724
"73",196917200,7138535.03498247
"74",197803779,7067149.68463264
"75",197501441,6996478.18778632
"76",196335838,6926513.40590845
"77",196675225,6857248.27184937
"78",197128815,6788675.78913087
"79",197263648,6720789.03123957
"80",196497053,6653581.14092717
"81",197367119,6587045.3295179
"82",198305211,6521174.87622272
"83",196662927,6455963.12746049
"84",197342626,6391403.49618589
"85",197123153,6327489.46122403
"86",197296108,6264214.56661179
"87",197830027,6201572.42094567
"88",200011701,6139556.69673621
"89",196623425,6078161.12976885
"90",196967387,6017379.51847116
"91",198876454,5957205.72328645
"92",196617551,5897633.66605359
"93",197847280,5838657.32939305
"94",197213791,5780270.75609912
"95",199842448,5722468.04853813
"96",196792559,5665243.36805275
"97",196588175,5608590.93437222
"98",198635795,5552505.0250285
"99",197460943,5496979.97477821
"100",196742112,5442010.17503043
"101",198366913,5387590.07328012
"102",196652269,5333714.17254732
"103",200452845,5280377.03082185
"104",199977108,5227573.26051363
"105",197371080,5175297.5279085
"106",196799369,5123544.55262941
"107",197769439,5072309.10710312
"108",199837132,5021586.01603208
"109",197736206,4971370.15587176
"110",197560909,4921656.45431305
"111",196629120,4872439.88976992
"112",196722719,4823715.49087222
"113",196593650,4775478.33596349
"114",197095449,4727723.55260386
"115",197448103,4680446.31707782
"116",196612620,4633641.85390704
"117",200383322,4587305.43536797
"118",197100187,4541432.38101429
"119",196461776,4496018.05720415
"120",196601028,4451057.87663211
"121",200639739,4406547.29786579
"122",200740748,4362481.82488713
"123",199804044,4318857.00663826
"124",197640230,4275668.43657188
"125",197227124,4232911.75220616
"126",197687220,4190582.6346841
"127",197785460,4148676.80833725
"128",197703585,4107190.04025388
"129",200322832,4066118.13985134
"130",196573531,4025456.95845283
"131",197800840,3985202.3888683
"132",197047416,3945350.36497962
"133",198111277,3905896.86132982
"134",197207600,3866837.89271652
"135",197583472,3828169.51378936
"136",196894593,3789887.81865146
"137",199581975,3751988.94046495
"138",197043388,3714469.0510603
"139",196986439,3677324.3605497
"140",197455278,3640551.1169442
"141",197705409,3604145.60577476
"142",197113749,3568104.14971701
"143",198767924,3532423.10821984
"144",198889455,3497098.87713764
"145",196906256,3462127.88836627
"146",196836874,3427506.6094826
"147",197945176,3393231.54338778
"148",201630685,3359299.2279539
"149",196637269,3325706.23567436
"150",199897944,3292449.17331762
"151",196880472,3259524.68158444
"152",196650317,3226929.4347686
"153",197093404,3194660.14042091
"154",197114545,3162713.5390167
"155",197092178,3131086.40362653
"156",196629828,3099775.53959027
"157",199161435,3068777.78419437
"158",197703077,3038090.00635242
"159",197298486,3007709.1062889
"160",199813786,2977632.01522601
"161",200340024,2947855.69507375
"162",200212756,2918377.13812301
"163",195990141,2889193.36674178
"164",196625005,2860301.43307436
"165",197177711,2831698.41874362
"166",196907180,2803381.43455618
"167",198269744,2775347.62021062
"168",196646180,2747594.14400852
"169",196864143,2720118.20256843
"170",197526894,2692917.02054275
"171",198308633,2665987.85033732
"172",196805678,2639327.97183395
"173",198027671,2612934.69211561
"174",197531401,2586805.34519445
"175",196714292,2560937.29174251
"176",199312088,2535327.91882508
"177",197054971,2509974.63963683
"178",200470497,2484874.89324046
"179",196824251,2460026.14430806
"180",196757752,2435425.88286498
"181",196875739,2411071.62403633
"182",197074185,2386960.90779596
"183",198706605,2363091.298718
"184",196828272,2339460.38573082
"185",197687077,2316065.78187352
"186",203645882,2292905.12405478
"187",197471428,2269976.07281423
"188",196953748,2247276.31208609
"189",196643872,2224803.54896523
"190",196716596,2202555.51347558
"191",197751671,2180529.95834082
"192",198380723,2158724.65875741
"193",198237285,2137137.41216984
"194",196860714,2115766.03804814
"195",196952068,2094608.37766766
"196",196611268,2073662.29389098
"197",196614953,2052925.67095207
"198",197757302,2032396.41424255
"199",197912191,2012072.45010013
"200",194925094,1991951.72559913
"201",196739637,1972032.20834313
"202",197086366,1952311.8862597
"203",197295614,1932788.76739711
"204",198408394,1913460.87972313
"205",197188630,1894326.2709259
"206",196666326,1875383.00821664
"207",198236293,1856629.17813448
"208",196688162,1838062.88635313
"209",199869261,1819682.2574896
"210",198499539,1801485.43491471
"211",197630831,1783470.58056556
"212",196719212,1765635.8747599
"213",197428849,1747979.5160123
"214",197413577,1730499.72085218
"215",197557235,1713194.72364366
"216",198410259,1696062.77640722
"217",197508026,1679102.14864315
"218",199637479,1662311.12715672
"219",196648219,1645688.01588515
"220",194894869,1629231.1357263
"221",198767817,1612938.82436904
"222",199571635,1596809.43612535
"223",196607448,1580841.34176409
"224",195401554,1565032.92834645
"225",197036077,1549382.59906299
"226",196658895,1533888.77307236
"227",196795216,1518549.88534163
"228",197469819,1503364.38648822
"229",196989592,1488330.74262334
"230",197458453,1473447.4351971
"231",194865833,1458712.96084513
"232",194865833,1444125.83123668
"233",197734492,1429684.57292431
"234",196776719,1415387.72719507
"235",198315288,1401233.84992312
"236",196621037,1387221.51142389
"237",194180886,1373349.29630965
"238",197927505,1359615.80334655
"239",196634531,1346019.64531309
"240",197643468,1332559.44885996
"241",197634701,1319233.85437136
"242",196774596,1306041.51582764
"243",196667402,1292981.10066937
"244",197973535,1280051.28966267
"245",194798749,1267250.77676605
"246",194798749,1254578.26899839
"247",194798749,1242032.4863084
"248",196604809,1229612.16144532
"249",196791263,1217316.03983086
"250",196656383,1205142.87943256
"251",196524515,1193091.45063823
"252",196539412,1181160.53613185
"253",196949258,1169348.93077053
"254",196650594,1157655.44146282
"255",196655767,1146078.8870482
"256",199919309,1134618.09817771
"257",197928678,1123271.91719594
"258",197652794,1112039.19802398
"259",196639616,1100918.80604374
"260",197241439,1089909.6179833
"261",196546867,1079010.52180347
"262",197187163,1068220.41658543
"263",198422055,1057538.21241958
"264",194882762,1046962.83029538
"265",196985440,1036493.20199243
"266",197953780,1026128.2699725
"267",196542962,1015866.98727278
"268",194334531,1005708.31740005
"269",197546574,995651.234226051
"270",197098448,985694.72188379
"271",197716514,975837.774664952
"272",198417840,966079.396918303
"273",194857455,956418.60294912
"274",197054843,946854.416919629
"275",196907729,937385.872750432
"276",196655412,928012.014022928
"277",196653871,918731.893882699
"278",194863305,909544.574943872
"279",195503948,900449.129194433
"280",197708644,891444.637902489
"281",197755825,882530.191523464
"282",196736027,873704.889608229
"283",197069677,864967.840712147
"284",196969966,856318.162305025
"285",196638760,847754.980681975
"286",196712904,839277.430875155
"287",196720879,830884.656566404
"288",196666488,822575.81000074
"289",197275720,814350.051900732
"290",196751521,806206.551381725
"291",194450510,798144.485867908
"292",194450510,790163.041009229
"293",194450510,782261.410599136
"294",194450510,774438.796493145
"295",194450510,766694.408528214
"296",194450510,759027.464442931
"297",194450510,751437.189798502
"298",194450510,743922.817900517
"299",194450510,736483.589721512
"300",194450510,729118.753824297
"301",194450510,721827.566286054
"302",194450510,714609.290623193
"303",194450510,707463.197716961
"304",196912895,700388.565739791
"305",196853539,693384.680082394
"306",193474780,686450.83328157
"307",193474780,679586.324948754
"308",193474780,672790.461699266
"309",193474780,666062.557082274
"310",193474780,659401.931511451
"311",193474780,652807.912196336
"312",193474780,646279.833074373
"313",193474780,639817.034743629
"314",193474780,633418.864396193
"315",193474780,627084.675752231
"316",193474780,620813.828994709
"317",193474780,614605.690704762
"318",193474780,608459.633797714
"319",193474780,602375.037459737
"320",193474780,596351.28708514
"321",193474780,590387.774214288
"322",193474780,584483.896472145
"323",193474780,578639.057507424
"324",193474780,572852.66693235
"325",193474780,567124.140263026
"326",193474780,561452.898860396
"327",193474780,555838.369871792
"328",193474780,550279.986173074
"329",193474780,544777.186311343
"330",193474780,539329.41444823
"331",193474780,533936.120303748
"332",193474780,528596.75910071
"333",193474780,523310.791509703
"334",193474780,518077.683594606
"335",193474780,512896.90675866
