"","bestCostByT","temperatures"
"1",2596542131,990000
"2",2366719797,980100
"3",2366719797,970299
"4",2366719797,960596,01
"5",2366719797,950990,0499
"6",2366719797,941480,149401
"7",2366719797,932065,34790699
"8",2366719797,922744,69442792
"9",2366719797,913517,247483641
"10",2366719797,904382,075008804
"11",2366719797,895338,254258716
"12",2366719797,886384,871716129
"13",2366719797,877521,022998968
"14",2366719797,868745,812768978
"15",2366719797,860058,354641288
"16",2366719797,851457,771094875
"17",2366719797,842943,193383927
"18",2366719797,834513,761450087
"19",2366719797,826168,623835587
"20",2366719797,817906,937597231
"21",2366719797,809727,868221259
"22",2366719797,801630,589539046
"23",2366719797,793614,283643655
"24",2366719797,785678,140807219
"25",2366719797,777821,359399147
"26",2320523360,770043,145805155
"27",2320523360,762342,714347104
"28",2320523360,754719,287203633
"29",2320523360,747172,094331596
"30",2320523360,739700,37338828
"31",2320523360,732303,369654397
"32",2320523360,724980,335957853
"33",2320523360,717730,532598275
"34",2320523360,710553,227272292
"35",2320523360,703447,694999569
"36",2320523360,696413,218049573
"37",2320523360,689449,085869078
"38",2320523360,682554,595010387
"39",2320523360,675729,049060283
"40",2320523360,668971,75856968
"41",2320523360,662282,040983983
"42",2320523360,655659,220574143
"43",2320523360,649102,628368402
"44",2320523360,642611,602084718
"45",2320523360,636185,486063871
"46",2320523360,629823,631203232
"47",2320523360,623525,3948912
"48",2320523360,617290,140942288
"49",2320523360,611117,239532865
"50",2320523360,605006,067137536
"51",2320523360,598956,006466161
"52",2320523360,592966,446401499
"53",2320523360,587036,781937484
"54",2320523360,581166,414118109
"55",2320523360,575354,749976928
"56",2320523360,569601,202477159
"57",2320523360,563905,190452387
"58",2320523360,558266,138547863
"59",2320523360,552683,477162385
"60",2320523360,547156,642390761
"61",2320523360,541685,075966853
"62",2320523360,536268,225207185
"63",2320523360,530905,542955113
"64",2320523360,525596,487525562
"65",2320523360,520340,522650306
"66",2320523360,515137,117423803
"67",2320523360,509985,746249565
"68",2320523360,504885,888787069
"69",2320523360,499837,029899199
"70",2320523360,494838,659600207
"71",2320523360,489890,273004205
"72",2320523360,484991,370274163
"73",2320523360,480141,456571421
"74",2320523360,475340,042005707
"75",2320523360,470586,64158565
"76",2320523360,465880,775169793
"77",2320523360,461221,967418095
"78",2320523360,456609,747743914
"79",2320523360,452043,650266475
"80",2320523360,447523,21376381
"81",2320523360,443047,981626172
"82",2320523360,438617,501809911
"83",2320523360,434231,326791811
"84",2320523360,429889,013523893
"85",2320523360,425590,123388654
"86",2320523360,421334,222154768
"87",2320523360,417120,87993322
"88",2320523360,412949,671133888
"89",2320523360,408820,174422549
"90",2320523360,404731,972678324
"91",2320523360,400684,65295154
"92",2320523360,396677,806422025
"93",2320523360,392711,028357805
"94",2320523360,388783,918074227
"95",2320523360,384896,078893484
"96",2320523360,381047,118104549
"97",2320523360,377236,646923504
"98",2320523360,373464,280454269
"99",2320523360,369729,637649726
"100",2320523360,366032,341273229
"101",2320523360,362372,017860497
"102",2320523360,358748,297681892
"103",2320523360,355160,814705073
"104",2320523360,351609,206558022
"105",2320523360,348093,114492442
"106",2320523360,344612,183347517
"107",2320523360,341166,061514042
"108",2320523360,337754,400898902
"109",2320523360,334376,856889913
"110",2320523360,331033,088321014
"111",2320523360,327722,757437804
"112",2320523360,324445,529863426
"113",2320523360,321201,074564791
"114",2320523360,317989,063819143
"115",2320523360,314809,173180952
"116",2320523360,311661,081449142
"117",2320523360,308544,470634651
"118",2320523360,305459,025928305
"119",2320523360,302404,435669022
"120",2320523360,299380,391312331
"121",2320523360,296386,587399208
"122",2320523360,293422,721525216
"123",2320523360,290488,494309964
"124",2320523360,287583,609366864
"125",2320523360,284707,773273195
"126",2320523360,281860,695540463
"127",2320523360,279042,088585059
"128",2320523360,276251,667699208
"129",2320523360,273489,151022216
"130",2320523360,270754,259511994
"131",2320523360,268046,716916874
"132",2320523360,265366,249747705
"133",2320523360,262712,587250228
"134",2320523360,260085,461377726
"135",2320523360,257484,606763949
"136",2320523360,254909,760696309
