"","bestCostByT","temperatures"
"1",194274433,990000
"2",194334519,980100
"3",194165583,970299
"4",194373824,960596,01
"5",193881175,950990,0499
"6",194006722,941480,149401
"7",194258658,932065,34790699
"8",193611496,922744,69442792
"9",195183981,913517,247483641
"10",195221997,904382,075008804
"11",194157568,895338,254258716
"12",193838815,886384,871716129
"13",189388555,877521,022998968
"14",189388555,868745,812768978
"15",189388555,860058,354641288
"16",189388555,851457,771094875
"17",189388555,842943,193383927
"18",189388555,834513,761450087
"19",189388555,826168,623835587
"20",189388555,817906,937597231
"21",189388555,809727,868221259
"22",189388555,801630,589539046
"23",189388555,793614,283643655
"24",189388555,785678,140807219
"25",189388555,777821,359399147
"26",189388555,770043,145805155
"27",189388555,762342,714347104
"28",189388555,754719,287203633
"29",189388555,747172,094331596
"30",189388555,739700,37338828
"31",189388555,732303,369654397
"32",189388555,724980,335957853
"33",189388555,717730,532598275
"34",189388555,710553,227272292
"35",189388555,703447,694999569
"36",189388555,696413,218049573
"37",189388555,689449,085869078
"38",189388555,682554,595010387
"39",189388555,675729,049060283
"40",189388555,668971,75856968
"41",189388555,662282,040983983
"42",189388555,655659,220574143
"43",189388555,649102,628368402
"44",189388555,642611,602084718
"45",189388555,636185,486063871
"46",189388555,629823,631203232
"47",189388555,623525,3948912
"48",189388555,617290,140942288
"49",189388555,611117,239532865
"50",189388555,605006,067137536
"51",189388555,598956,006466161
"52",189388555,592966,446401499
"53",189388555,587036,781937484
"54",189388555,581166,414118109
"55",189388555,575354,749976928
"56",189388555,569601,202477159
"57",189388555,563905,190452387
"58",189388555,558266,138547863
"59",189388555,552683,477162385
"60",189388555,547156,642390761
"61",189388555,541685,075966853
"62",189388555,536268,225207185
"63",189388555,530905,542955113
"64",189388555,525596,487525562
"65",189388555,520340,522650306
"66",189388555,515137,117423803
"67",189388555,509985,746249565
"68",189388555,504885,888787069
"69",189388555,499837,029899199
"70",189388555,494838,659600207
"71",189388555,489890,273004205
"72",189388555,484991,370274163
"73",189388555,480141,456571421
"74",189388555,475340,042005707
"75",189388555,470586,64158565
"76",189388555,465880,775169793
"77",189388555,461221,967418095
"78",189388555,456609,747743914
"79",189388555,452043,650266475
"80",189388555,447523,21376381
"81",189388555,443047,981626172
"82",189388555,438617,501809911
"83",189388555,434231,326791811
"84",189388555,429889,013523893
"85",189388555,425590,123388654
"86",189388555,421334,222154768
"87",189388555,417120,87993322
"88",189388555,412949,671133888
"89",189388555,408820,174422549
"90",189388555,404731,972678324
"91",189388555,400684,65295154
"92",189388555,396677,806422025
"93",189388555,392711,028357805
"94",189388555,388783,918074227
"95",189388555,384896,078893484
"96",189388555,381047,118104549
"97",189388555,377236,646923504
"98",189388555,373464,280454269
"99",189388555,369729,637649726
"100",189388555,366032,341273229
"101",189388555,362372,017860497
"102",189388555,358748,297681892
"103",189388555,355160,814705073
"104",189388555,351609,206558022
"105",189388555,348093,114492442
"106",189388555,344612,183347517
"107",189388555,341166,061514042
"108",189388555,337754,400898902
"109",189388555,334376,856889913
"110",189388555,331033,088321014
"111",189388555,327722,757437804
"112",189388555,324445,529863426
"113",189388555,321201,074564791
"114",189388555,317989,063819143
"115",189388555,314809,173180952
"116",189388555,311661,081449142
"117",189388555,308544,470634651
