"","bestCostByT","temperatures"
"1",148813698,950000
"2",148855437,902500
"3",148845111,857375
"4",148805139,814506,25
"5",148788613,773780,9375
"6",148717554,735091,890625
"7",148677987,698337,29609375
"8",148764628,663420,431289062
"9",148109689,630249,409724609
"10",148940413,598736,939238379
"11",148708328,568800,09227646
"12",148626524,540360,087662637
"13",149510156,513342,083279505
"14",148682049,487674,97911553
"15",149060712,463291,230159753
"16",148705231,440126,668651765
"17",148785751,418120,335219177
"18",148316748,397214,318458218
"19",148678173,377353,602535307
"20",148677360,358485,922408542
"21",148675782,340561,626288115
"22",148553124,323533,544973709
"23",148967490,307356,867725024
"24",148701889,291989,024338772
"25",148722383,277389,573121834
"26",148693525,263520,094465742
"27",148709192,250344,089742455
"28",148855866,237826,885255332
"29",148736018,225935,540992566
"30",148754526,214638,763942937
"31",148778631,203906,82574579
"32",148724636,193711,484458501
"33",148722273,184025,910235576
"34",148702059,174824,614723797
"35",148677360,166083,383987607
"36",148704292,157779,214788227
"37",147423133,149890,254048815
"38",147423133,142395,741346375
"39",147423133,135275,954279056
"40",147423133,128512,156565103
"41",147423133,122086,548736848
"42",147423133,115982,221300006
"43",147423133,110183,110235005
"44",147423133,104673,954723255
"45",147423133,99440,2569870922
"46",147423133,94468,2441377376
"47",147423133,89744,8319308507
"48",147423133,85257,5903343082
"49",147423133,80994,7108175927
"50",147423133,76944,9752767131
"51",147423133,73097,7265128774
"52",147423133,69442,8401872336
"53",147423133,65970,6981778719
"54",147423133,62672,1632689783
"55",147423133,59538,5551055294
"56",147423133,56561,6273502529
"57",147423133,53733,5459827403
"58",147423133,51046,8686836032
"59",147423133,48494,5252494231
"60",147423133,46069,7989869519
"61",147423133,43766,3090376043
"62",147423133,41577,9935857241
"63",147423133,39499,0939064379
"64",147423133,37524,139211116
"65",147423133,35647,9322505602
"66",147423133,33865,5356380322
"67",147423133,32172,2588561306
"68",147423133,30563,645913324
"69",147423133,29035,4636176578
"70",147423133,27583,690436775
"71",147423133,26204,5059149362
"72",147423133,24894,2806191894
"73",147423133,23649,5665882299
"74",147423133,22467,0882588184
"75",147423133,21343,7338458775
"76",147423133,20276,5471535836
"77",147423133,19262,7197959044
"78",147423133,18299,5838061092
"79",147423133,17384,6046158038
"80",147423133,16515,3743850136
"81",147423133,15689,6056657629
"82",147423133,14905,1253824747
"83",147423133,14159,869113351
"84",147423133,13451,8756576835
"85",147423133,12779,2818747993
"86",147423133,12140,3177810593
"87",147423133,11533,3018920063
"88",147423133,10956,636797406
"89",147423133,10408,8049575357
"90",147423133,9888,36470965894
