"","costs","x"
"1",149325651,1
"2",149031209,2
"3",149031209,3
"4",149031209,4
"5",148874509,5
"6",148963038,6
"7",148963038,7
"8",148969112,8
"9",148969112,9
"10",148948051,10
"11",148948051,11
"12",148948051,12
"13",149535332,13
"14",148722365,14
"15",148722365,15
"16",148717510,16
"17",149607126,17
"18",149120431,18
"19",149270688,19
"20",149270688,20
"21",149270688,21
"22",148696278,22
"23",149426645,23
"24",149099556,24
"25",149163307,25
"26",149163307,26
"27",149163307,27
"28",149657739,28
"29",149657739,29
"30",148764073,30
"31",148764073,31
"32",148666584,32
"33",148884735,33
"34",149148724,34
"35",149148724,35
"36",149074595,36
"37",149031217,37
"38",149091883,38
"39",149091883,39
"40",150102224,40
"41",149527499,41
"42",148982804,42
"43",148982804,43
"44",148982804,44
"45",148982804,45
"46",148730152,46
"47",148784170,47
"48",148784170,48
"49",148784170,49
"50",149288964,50
"51",149204140,51
"52",149461773,52
"53",148763647,53
"54",148763647,54
"55",148763647,55
"56",148763647,56
"57",148647370,57
"58",149033103,58
"59",148760030,59
"60",148760030,60
"61",148760030,61
"62",149131988,62
"63",148726704,63
"64",148751513,64
"65",150458053,65
"66",148653385,66
"67",148737173,67
"68",148696217,68
"69",148675127,69
"70",148745352,70
"71",148709192,71
"72",148789893,72
"73",149140433,73
"74",148771930,74
"75",149087625,75
"76",149087625,76
"77",149087625,77
"78",148675110,78
"79",148711484,79
"80",148954904,80
"81",148954904,81
"82",148969867,82
"83",148969867,83
"84",148693925,84
"85",148686863,85
"86",148678173,86
"87",148678173,87
"88",148678173,88
"89",148696615,89
"90",148696615,90
"91",149146870,91
"92",148691163,92
"93",148691163,93
"94",149217833,94
"95",148827041,95
"96",148800440,96
"97",148745796,97
"98",148745796,98
"99",148745796,99
"100",148745796,100
"101",148745796,101
"102",148745796,102
"103",148705359,103
"104",148705359,104
"105",148705359,105
"106",148841978,106
"107",148841978,107
"108",148841978,108
"109",148686323,109
"110",148861861,110
"111",148861861,111
"112",148880011,112
"113",148849287,113
"114",148849287,114
"115",148722375,115
"116",148722375,116
"117",148944716,117
"118",148944716,118
"119",148876511,119
"120",148876511,120
"121",148806339,121
"122",148866553,122
"123",148866553,123
"124",148866553,124
"125",148878040,125
"126",148878040,126
"127",148876559,127
"128",148820541,128
"129",148820541,129
"130",148982992,130
"131",148982992,131
"132",148887242,132
"133",148887242,133
"134",148829145,134
"135",148829145,135
"136",148829145,136
"137",148904976,137
"138",149486483,138
"139",148723555,139
"140",148723555,140
"141",148723555,141
"142",148887303,142
"143",149201461,143
"144",149201461,144
"145",148688521,145
"146",149639707,146
"147",149639707,147
"148",148676099,148
"149",149413565,149
"150",149910890,150
"151",149910890,151
"152",149503710,152
"153",149503710,153
"154",148842272,154
"155",148842272,155
"156",148688433,156
"157",148688433,157
"158",148688433,158
"159",148852781,159
"160",149052380,160
"161",148879949,161
"162",148879949,162
"163",148745617,163
"164",148745617,164
"165",148743055,165
"166",148743055,166
"167",148743055,167
"168",148675635,168
"169",148748531,169
"170",148748531,170
"171",148748531,171
"172",148748531,172
"173",148680281,173
"174",148712498,174
"175",148712498,175
"176",148712498,176
"177",149533916,177
"178",148878087,178
"179",148878087,179
"180",149324235,180
"181",149324235,181
"182",149059540,182
"183",149215871,183
"184",148954709,184
"185",149305940,185
