"","bestCostByT","temperatures"
"1",149733312,990000
"2",148664893,980100
"3",149024024,970299
"4",148994272,960596,01
"5",148785916,950990,0499
"6",148700490,941480,149401
"7",149330565,932065,34790699
"8",149316241,922744,69442792
"9",148701124,913517,247483641
"10",148715099,904382,075008804
"11",148756726,895338,254258716
"12",148725542,886384,871716129
"13",148796077,877521,022998968
"14",148660707,868745,812768978
"15",148897751,860058,354641288
"16",149588021,851457,771094875
"17",148651305,842943,193383927
"18",148816506,834513,761450087
"19",148889164,826168,623835587
"20",149337082,817906,937597231
"21",149506446,809727,868221259
"22",148912103,801630,589539046
"23",148993386,793614,283643655
"24",148717738,785678,140807219
"25",148889172,777821,359399147
"26",148929749,770043,145805155
"27",148779210,762342,714347104
"28",148797625,754719,287203633
"29",148799349,747172,094331596
"30",148693435,739700,37338828
"31",148638120,732303,369654397
"32",149411022,724980,335957853
"33",148698742,717730,532598275
"34",147602163,710553,227272292
"35",148915886,703447,694999569
"36",148995663,696413,218049573
"37",149004626,689449,085869078
"38",149629622,682554,595010387
"39",148723451,675729,049060283
"40",148818219,668971,75856968
"41",148774292,662282,040983983
"42",148753069,655659,220574143
"43",148701199,649102,628368402
"44",147033639,642611,602084718
"45",147033639,636185,486063871
"46",147033639,629823,631203232
"47",147033639,623525,3948912
"48",147033639,617290,140942288
"49",147033639,611117,239532865
"50",147456724,605006,067137536
"51",149101327,598956,006466161
"52",148737809,592966,446401499
"53",148698742,587036,781937484
"54",148954348,581166,414118109
"55",148923983,575354,749976928
"56",148929821,569601,202477159
"57",149653313,563905,190452387
"58",148806416,558266,138547863
"59",148883497,552683,477162385
"60",148653098,547156,642390761
"61",148752523,541685,075966853
"62",148857394,536268,225207185
"63",148920943,530905,542955113
"64",148770947,525596,487525562
"65",148690616,520340,522650306
"66",148713877,515137,117423803
"67",148914317,509985,746249565
"68",149176620,504885,888787069
"69",148770109,499837,029899199
"70",148684029,494838,659600207
"71",148716064,489890,273004205
"72",148693809,484991,370274163
"73",146136004,480141,456571421
"74",146136004,475340,042005707
"75",146136004,470586,64158565
"76",146136004,465880,775169793
"77",146136004,461221,967418095
"78",146136004,456609,747743914
"79",146136004,452043,650266475
"80",146136004,447523,21376381
"81",146136004,443047,981626172
"82",146136004,438617,501809911
"83",146136004,434231,326791811
"84",146136004,429889,013523893
"85",146136004,425590,123388654
"86",146136004,421334,222154768
"87",146136004,417120,87993322
"88",146136004,412949,671133888
"89",146136004,408820,174422549
"90",146136004,404731,972678324
"91",146136004,400684,65295154
"92",146136004,396677,806422025
"93",146136004,392711,028357805
"94",146136004,388783,918074227
"95",146136004,384896,078893484
"96",146136004,381047,118104549
"97",146136004,377236,646923504
"98",146136004,373464,280454269
"99",146136004,369729,637649726
"100",146136004,366032,341273229
"101",146136004,362372,017860497
"102",146136004,358748,297681892
"103",146136004,355160,814705073
"104",146136004,351609,206558022
"105",146136004,348093,114492442
"106",146136004,344612,183347517
"107",146136004,341166,061514042
"108",146136004,337754,400898902
"109",146136004,334376,856889913
"110",146136004,331033,088321014
"111",146136004,327722,757437804
"112",146136004,324445,529863426
"113",146136004,321201,074564791
"114",146136004,317989,063819143
"115",146136004,314809,173180952
"116",146136004,311661,081449142
"117",146136004,308544,470634651
"118",146136004,305459,025928305
"119",146136004,302404,435669022
"120",146136004,299380,391312331
"121",146136004,296386,587399208
"122",146136004,293422,721525216
"123",146136004,290488,494309964
"124",146136004,287583,609366864
"125",146136004,284707,773273195
"126",146136004,281860,695540463
"127",146136004,279042,088585059
"128",146136004,276251,667699208
"129",146136004,273489,151022216
"130",146136004,270754,259511994
"131",146136004,268046,716916874
"132",146136004,265366,249747705
"133",146136004,262712,587250228
"134",146136004,260085,461377726
"135",146136004,257484,606763949
"136",146136004,254909,760696309
"137",146136004,252360,663089346
"138",146136004,249837,056458453
"139",146136004,247338,685893868
"140",146136004,244865,299034929
"141",146136004,242416,64604458
"142",146136004,239992,479584134
"143",146136004,237592,554788293
"144",146136004,235216,62924041
"145",146136004,232864,462948006
"146",146136004,230535,818318526
"147",146136004,228230,460135341
"148",146136004,225948,155533987
"149",146136004,223688,673978647
"150",146136004,221451,787238861
"151",146136004,219237,269366472
"152",146136004,217044,896672808
"153",146136004,214874,447706079
"154",146136004,212725,703229019
"155",146136004,210598,446196729
"156",146136004,208492,461734761
"157",146136004,206407,537117414
"158",146136004,204343,461746239
"159",146136004,202300,027128777
"160",146136004,200277,026857489
"161",146136004,198274,256588914
"162",146136004,196291,514023025
"163",146136004,194328,598882795
"164",146136004,192385,312893967
"165",146136004,190461,459765027
"166",146136004,188556,845167377
"167",146136004,186671,276715703
"168",146136004,184804,563948546
"169",146136004,182956,518309061
"170",146136004,181126,95312597
"171",146136004,179315,683594711
"172",146136004,177522,526758763
"173",146136004,175747,301491176
"174",146136004,173989,828476264
"175",146136004,172249,930191501
"176",146136004,170527,430889586
"177",146136004,168822,15658069
"178",146136004,167133,935014884
"179",146136004,165462,595664735
"180",146136004,163807,969708087
"181",146136004,162169,890011007
"182",146136004,160548,191110896
"183",146136004,158942,709199787
"184",146136004,157353,28210779
"185",146136004,155779,749286712
"186",146136004,154221,951793845
"187",146136004,152679,732275906
"188",146136004,151152,934953147
"189",146136004,149641,405603616
"190",146136004,148144,991547579
"191",146136004,146663,541632104
"192",146136004,145196,906215783
"193",146136004,143744,937153625
"194",146136004,142307,487782088
"195",146136004,140884,412904268
"196",146136004,139475,568775225
"197",146136004,138080,813087473
"198",146136004,136700,004956598
"199",146136004,135333,004907032
"200",146136004,133979,674857962
"201",146136004,132639,878109382
"202",146136004,131313,479328288
"203",146136004,130000,344535005
"204",146136004,128700,341089655
"205",146136004,127413,337678759
"206",146136004,126139,204301971
"207",146136004,124877,812258951
"208",146136004,123629,034136362
"209",146136004,122392,743794998
"210",146136004,121168,816357048
"211",146136004,119957,128193478
"212",146136004,118757,556911543
"213",146136004,117569,981342428
"214",146136004,116394,281529003
"215",146136004,115230,338713713
"216",146136004,114078,035326576
"217",146136004,112937,25497331
"218",146136004,111807,882423577
"219",146136004,110689,803599342
"220",146136004,109582,905563348
"221",146136004,108487,076507715
"222",146136004,107402,205742637
"223",146136004,106328,183685211
"224",146136004,105264,901848359
"225",146136004,104212,252829875
"226",146136004,103170,130301577
"227",146136004,102138,428998561
"228",146136004,101117,044708575
"229",146136004,100105,87426149
"230",146136004,99104,8155188746
"231",146136004,98113,7673636859
"232",146136004,97132,629690049
"233",146136004,96161,3033931485
"234",146136004,95199,690359217
"235",146136004,94247,6934556249
"236",146136004,93305,2165210686
"237",146136004,92372,1643558579
"238",146136004,91448,4427122993
"239",146136004,90533,9582851763
"240",146136004,89628,6187023246
"241",146136004,88732,3325153013
"242",146136004,87845,0091901483
"243",146136004,86966,5590982468
"244",146136004,86096,8935072644
"245",146136004,85235,9245721917
"246",146136004,84383,5653264698
"247",146136004,83539,7296732051
"248",146136004,82704,332376473
"249",146136004,81877,2890527083
"250",146136004,81058,5161621812
"251",146136004,80247,9310005594
"252",146136004,79445,4516905538
"253",146136004,78650,9971736483
"254",146136004,77864,4872019118
"255",146136004,77085,8423298927
"256",146136004,76314,9839065938
"257",146136004,75551,8340675278
"258",146136004,74796,3157268525
"259",146136004,74048,352569584
"260",146136004,73307,8690438882
"261",146136004,72574,7903534493
"262",146136004,71849,0424499148
"263",146136004,71130,5520254156
"264",146136004,70419,2465051615
"265",146136004,69715,0540401099
"266",146136004,69017,9034997088
"267",146136004,68327,7244647117
"268",146136004,67644,4472200646
"269",146136004,66968,0027478639
"270",146136004,66298,3227203853
"271",146136004,65635,3394931814
"272",146136004,64978,9860982496
"273",146136004,64329,1962372671
"274",146136004,63685,9042748945
"275",146136004,63049,0452321455
"276",146136004,62418,5547798241
"277",146136004,61794,3692320258
"278",146136004,61176,4255397056
"279",146136004,60564,6612843085
"280",146136004,59959,0146714654
"281",146136004,59359,4245247508
"282",146136004,58765,8302795033
"283",146136004,58178,1719767082
"284",146136004,57596,3902569411
"285",146136004,57020,4263543717
"286",146136004,56450,222090828
"287",146136004,55885,7198699197
"288",146136004,55326,8626712205
"289",146136004,54773,5940445083
"290",146136004,54225,8581040632
"291",146136004,53683,5995230226
"292",146136004,53146,7635277924
"293",146136004,52615,2958925145
"294",146136004,52089,1429335893
