"","costs","x"
"1",2572055650,1
"2",2572055650,2
"3",2572055650,3
"4",2735404826,4
"5",2901575831,5
"6",2572055650,6
"7",2689519167,7
"8",2622189752,8
"9",2572055650,9
"10",2567004825,10
"11",2605571388,11
"12",2652190377,12
"13",2572055650,13
"14",2572055650,14
"15",2572055650,15
"16",2572253747,16
"17",2572055650,17
"18",2572778455,18
"19",2574534053,19
"20",2572055650,20
"21",2572055650,21
"22",2572055650,22
"23",2612967473,23
"24",2552736801,24
"25",2572055650,25
"26",2572055650,26
"27",2572055650,27
"28",2572640482,28
"29",2572055650,29
"30",2521939054,30
"31",2588600072,31
"32",2572055650,32
"33",2572055650,33
"34",2572055650,34
"35",2572055650,35
"36",2754825364,36
"37",2697633742,37
"38",2572055650,38
"39",2572055650,39
"40",2572055650,40
"41",2660506128,41
"42",2663479822,42
"43",2601800461,43
"44",2572055650,44
"45",2572055650,45
"46",2572055650,46
"47",2572055650,47
"48",2144489736,48
"49",2572055650,49
"50",2572055650,50
"51",2572055650,51
"52",2576875119,52
"53",2583678775,53
"54",2572055650,54
"55",2572055650,55
"56",2573724241,56
"57",2576281256,57
"58",2686781738,58
"59",2680462755,59
"60",2895421914,60
"61",2652032292,61
"62",2572055650,62
"63",2572055650,63
"64",2582584288,64
"65",2572055650,65
"66",2572055650,66
"67",2572055650,67
"68",2572055650,68
"69",2601218202,69
"70",2572055650,70
"71",2572055650,71
"72",2557620142,72
"73",2572055650,73
"74",2717932443,74
"75",2572055650,75
"76",2572055650,76
"77",2572055650,77
"78",2619316200,78
"79",2572055650,79
"80",2281649512,80
"81",2614166199,81
"82",2753020486,82
"83",2572055650,83
"84",2572055650,84
"85",2625579790,85
"86",2572055650,86
"87",2572055650,87
"88",2572055650,88
"89",2698115920,89
"90",2572055650,90
"91",2572055650,91
"92",2581310917,92
"93",2572055650,93
"94",2625764016,94
"95",2572055650,95
"96",2582210483,96
"97",2572055650,97
"98",2572055650,98
"99",2647105563,99
"100",2572055650,100
"101",2572055650,101
"102",2572055650,102
"103",2572055650,103
"104",2728504968,104
"105",2632571477,105
"106",2632571477,106
"107",2613257361,107
"108",2977395125,108
"109",2737626905,109
"110",2632659599,110
"111",2572055650,111
