"","bestCostByT","temperatures"
"1",196630309,11745377.535
"2",195420617,9278848.25265
"3",197366574,7330290.1195935
"4",197745320,5790929.19447887
"5",196727985,4574834.0636383
"6",196605342,3614118.91027426
"7",198394001,2855153.93911667
"8",197631642,2255571.61190217
"9",196639825,1781901.57340271
"10",200574879,1407702.24298814
"11",198236457,1112084.77196063
"12",196974028,878546.9698489
"13",197094301,694052.106180631
"14",196614419,548301.163882698
"15",196652543,433157.919467332
"16",196688128,342194.756379192
"17",196619644,270333.857539562
"18",196459910,213563.747456254
"19",196902764,168715.360490441
"20",196770121,133285.134787448
"21",196510665,105295.256482084
"22",196392928,83183.2526208463
