"","bestCostByT","temperatures"
"1",148811674,950000
"2",149167324,902500
"3",148882317,857375
"4",148733470,814506,25
"5",148670244,773780,9375
"6",149280453,735091,890625
"7",147789025,698337,29609375
"8",149098742,663420,431289062
"9",148742566,630249,409724609
"10",148711635,598736,939238379
"11",148694558,568800,09227646
"12",149197778,540360,087662637
"13",148699250,513342,083279505
"14",148748328,487674,97911553
"15",148679005,463291,230159753
"16",147805201,440126,668651765
"17",147805201,418120,335219177
"18",148638687,397214,318458218
"19",149288092,377353,602535307
"20",148750185,358485,922408542
"21",148652956,340561,626288115
"22",149442184,323533,544973709
"23",149263405,307356,867725024
"24",149221407,291989,024338772
"25",148822859,277389,573121834
"26",148792007,263520,094465742
"27",148855182,250344,089742455
"28",148746734,237826,885255332
"29",148786359,225935,540992566
"30",148685312,214638,763942937
"31",148633108,203906,82574579
"32",148822599,193711,484458501
"33",148872245,184025,910235576
"34",148862056,174824,614723797
"35",148615161,166083,383987607
"36",148689107,157779,214788227
"37",148707263,149890,254048815
"38",148494452,142395,741346375
"39",148690325,135275,954279056
"40",148694598,128512,156565103
"41",148704732,122086,548736848
"42",148753544,115982,221300006
"43",148364289,110183,110235005
"44",148364289,104673,954723255
"45",148827572,99440,2569870922
"46",148686435,94468,2441377376
"47",148299187,89744,8319308507
"48",148299187,85257,5903343082
"49",148644008,80994,7108175927
"50",148684443,76944,9752767131
"51",148422875,73097,7265128774
"52",148422875,69442,8401872336
"53",148186400,65970,6981778719
"54",148186400,62672,1632689783
"55",148186400,59538,5551055294
"56",148186400,56561,6273502529
"57",148186400,53733,5459827403
"58",148186400,51046,8686836032
"59",148186400,48494,5252494231
"60",148186400,46069,7989869519
"61",148186400,43766,3090376043
"62",148186400,41577,9935857241
"63",148186400,39499,0939064379
"64",148186400,37524,139211116
"65",148186400,35647,9322505602
"66",148186400,33865,5356380322
"67",148186400,32172,2588561306
"68",148186400,30563,645913324
"69",148186400,29035,4636176578
"70",148186400,27583,690436775
"71",148186400,26204,5059149362
"72",148186400,24894,2806191894
"73",148186400,23649,5665882299
"74",148186400,22467,0882588184
"75",148186400,21343,7338458775
"76",148186400,20276,5471535836
"77",148186400,19262,7197959044
"78",148186400,18299,5838061092
"79",148020451,17384,6046158038
"80",148020451,16515,3743850136
"81",148020451,15689,6056657629
"82",148020451,14905,1253824747
"83",148020451,14159,869113351
"84",148020451,13451,8756576835
"85",148020451,12779,2818747993
"86",148020451,12140,3177810593
"87",148020451,11533,3018920063
"88",148020451,10956,636797406
"89",148020451,10408,8049575357
"90",148020451,9888,36470965894
"91",148020451,9393,94647417599
"92",148020451,8924,24915046719
"93",148020451,8478,03669294384
"94",148020451,8054,13485829664
"95",148020451,7651,42811538181
"96",148020451,7268,85670961272
"97",148020451,6905,41387413208
"98",148020451,6560,14318042548
"99",148020451,6232,1360214042
"100",148020451,5920,52922033399
"101",148020451,5624,50275931729
"102",147181264,5343,27762135143
"103",147181264,5076,11374028386
"104",147181264,4822,30805326967
"105",147181264,4581,19265060618
"106",147181264,4352,13301807587
"107",147181264,4134,52636717208
"108",146741516,3927,80004881348
"109",146741516,3731,4100463728
"110",146741516,3544,83954405416
"111",146741516,3367,59756685145
"112",146741516,3199,21768850888
"113",146741516,3039,25680408344
"114",146741516,2887,29396387926
"115",146741516,2742,9292656853
"116",146741516,2605,78280240104
"117",146741516,2475,49366228098
"118",146741516,2351,71897916693
"119",146741516,2234,13303020859
"120",146741516,2122,42637869816
"121",146741516,2016,30505976325
"122",146741516,1915,48980677509
"123",146741516,1819,71531643633
"124",146741516,1728,72955061452
"125",146741516,1642,29307308379
"126",146741516,1560,1784194296
"127",146741516,1482,16949845812
"128",146741516,1408,06102353521
"129",146741516,1337,65797235845
"130",146741516,1270,77507374053
"131",146741516,1207,2363200535
"132",146741516,1146,87450405083
"133",146741516,1089,53077884829
"134",146741516,1035,05423990587
"135",146741516,983,301527910579
