tail,head,low,cap,cost,flow
1,300,0,200000,4509,0
1,549,0,345451,7123,0
1,187,0,500000,2354,0
1,475,0,291892,1738,0
1,908,0,500000,8505,0
1,60,0,514172,1045,0
1,747,0,950510,3616,0
1,254,0,765570,467,0
1,795,0,854236,7898,0
1,900,0,500000,8265,0
1,624,0,525487,6391,0
1,491,0,500000,8297,0
1,180,0,468409,5481,0
1,727,0,500000,3562,0
1,734,0,206621,3220,0
1,754,0,575262,8807,0
1,137,0,530883,3701,0
1,717,0,504845,5730,0
1,543,0,1156041,8761,0
1,681,0,1110097,8667,0
1,559,0,875565,225,23822
1,474,0,500000,3369,0
1,262,0,402021,8627,0
1,904,0,728312,3532,0
1,331,0,500000,8642,0
1,876,0,500000,2579,0
1,527,0,464026,9672,0
1,357,0,482841,2674,0
1,230,0,654958,6155,0
1,683,0,236632,7902,0
1,436,0,409685,8919,0
1,590,0,486512,5499,0
1,596,0,1116517,6625,0
1,575,0,201111,2924,0
1,667,0,1078575,1271,0
1,755,0,500000,4897,0
1,518,0,586285,120,0
1,275,0,296299,9154,0
1,152,0,500000,4564,0
1,378,0,500000,4460,0
1,181,0,627116,8753,0
1,35,0,1181204,7896,0
1,456,0,252194,1124,0
1,50,0,308438,5690,0
1,620,0,209575,2689,0
1,46,0,500000,1825,0
41,127,0,200000,6986,0
41,289,0,1093585,8418,0
41,486,0,1159938,7263,0
41,498,0,710310,8011,0
41,934,0,972917,7585,0
41,695,0,932447,8008,0
41,927,0,870493,9901,0
41,98,0,500000,9372,0
41,296,0,410200,4788,0
41,690,0,558747,6975,0
41,299,0,285060,3749,0
41,856,0,524341,1049,0
41,110,0,500000,8217,0
41,23,0,975193,8463,0
41,265,0,989267,9416,0
41,898,0,770016,8319,0
41,373,0,958384,7437,0
41,318,0,500000,9960,0
41,676,0,1088422,8395,0
41,39,0,1172719,8104,0
41,165,0,856252,4219,0
41,872,0,990154,6553,0
41,106,0,629299,3560,0
41,806,0,1154498,7548,0
41,827,0,1052995,4285,0
41,671,0,500000,8024,0
41,403,0,500000,530,0
41,913,0,886444,1822,0
41,227,0,649287,5359,0
41,467,0,500000,1153,0
41,771,0,589938,4034,0
41,702,0,921349,1039,0
41,825,0,1067426,7849,0
41,349,0,762841,5530,0
41,163,0,772625,1320,0
41,171,0,500000,258,0
41,603,0,982822,3269,0
41,490,0,428217,6562,0
41,573,0,1086242,5203,0
41,747,0,262271,890,0
41,411,0,287060,740,0
41,727,0,1039559,5433,0
41,777,0,533939,383,0
41,966,0,1000282,7699,0
41,750,0,663980,998,0
41,892,0,568535,1024,0
41,602,0,893157,2585,0
41,214,0,766266,6787,0
41,356,0,1120701,4732,0
41,598,0,1043506,5663,0
41,724,0,379023,17,0
41,811,0,500000,6167,0
41,716,0,724266,716,0
41,945,0,835693,4930,0
41,381,0,967240,4685,0
41,869,0,500000,4484,0
41,471,0,397460,7343,0
41,645,0,1177109,7584,0
41,298,0,1126413,8502,0
41,923,0,481544,7338,0
41,925,0,305299,4532,0
42,682,0,500000,2171,0
42,915,0,856020,6930,0
42,664,0,1041126,7303,0
42,462,0,988112,7763,0
42,600,0,887681,2765,0
42,757,0,1115489,4286,0
42,372,0,802034,3702,0
42,528,0,1138723,75,0
42,470,0,746727,3762,0
42,851,0,432664,6047,0
42,465,0,475807,8577,0
42,685,0,1141678,6239,0
42,80,0,1012792,4810,0
42,92,0,1161573,4736,0
42,949,0,295929,7974,0
42,863,0,1063766,5806,0
42,991,0,527311,2993,0
42,581,0,347310,5425,0
42,716,0,1046734,4556,0
42,587,0,710442,5449,0
42,254,0,500000,2226,0
42,129,0,1188157,1432,0
42,980,0,500000,2013,0
42,937,0,500000,5863,0
42,283,0,369037,9408,0
42,153,0,362541,388,0
42,44,0,500000,1153,0
42,654,0,831240,3228,0
42,835,0,1164108,4740,0
42,182,0,879975,4830,0
42,607,0,483904,6521,0
42,476,0,1057805,9171,0
42,512,0,337265,7319,0
42,399,0,277402,904,0
42,314,0,657236,1920,0
42,247,0,627772,9237,0
42,876,0,878064,1008,0
42,667,0,319009,6684,0
42,237,0,867229,8448,0
42,367,0,214194,4098,0
42,464,0,500000,2396,0
42,258,0,247471,8043,0
42,375,0,915070,4794,0
42,221,0,507222,4112,0
52,82,0,200000,1152,0
52,29,0,662736,2477,0
52,540,0,500000,5441,0
52,518,0,790565,6694,0
52,288,0,585504,7864,0
52,608,0,1096333,5652,0
52,576,0,599478,5838,0
52,459,0,538467,273,0
52,639,0,948402,996,0
55,917,0,500000,10000,0
55,97,0,749124,9524,0
55,504,0,1029639,7371,0
55,923,0,954311,4679,0
55,808,0,968378,1905,0
55,649,0,437899,7150,0
55,731,0,1159374,7780,0
55,691,0,996967,3445,0
55,451,0,500000,8534,0
55,819,0,334506,1609,0
55,99,0,434183,506,0
55,361,0,969568,3174,0
55,735,0,854692,6068,0
55,283,0,500000,2295,0
55,622,0,1157165,3234,0
55,683,0,947300,5361,0
55,601,0,1038093,9994,0
55,295,0,203069,2348,0
55,58,0,335652,6005,0
55,547,0,1130957,2928,0
55,244,0,829755,4195,0
55,132,0,500000,2127,0
55,926,0,500000,7864,0
55,184,0,668210,453,0
55,357,0,453217,1174,0
55,825,0,929988,5819,0
55,789,0,480063,3255,0
55,707,0,403764,2413,0
55,446,0,915955,9230,0
55,396,0,500000,6347,0
55,473,0,455670,5180,0
55,839,0,524104,8093,0
55,500,0,500000,6072,0
55,140,0,329189,4462,0
55,569,0,864909,9675,0
55,782,0,694483,4240,0
55,796,0,484310,8980,0
55,727,0,500000,7865,0
55,196,0,996341,3149,0
55,485,0,500000,2778,0
55,430,0,790427,5223,0
55,755,0,500000,5098,0
55,321,0,349533,9293,0
55,228,0,616086,3851,0
55,598,0,481120,5514,0
55,507,0,500000,3209,0
55,996,0,845633,9334,0
55,197,0,893476,4553,0
55,121,0,500000,7350,0
55,90,0,939861,5692,0
63,992,0,200000,1498,0
63,189,0,200000,3786,0
63,696,0,476547,7268,0
63,386,0,1123083,9892,0
63,676,0,391252,451,0
63,757,0,536827,8485,0
63,519,0,838843,9149,0
63,39,0,692032,5930,0
63,275,0,500000,5209,0
63,380,0,248004,1156,0
63,197,0,629034,2276,0
63,793,0,1151381,3325,0
63,586,0,281369,5942,0
63,749,0,250858,8471,0
63,420,0,1138177,8993,0
63,806,0,500000,5561,0
63,81,0,569707,9450,0
63,435,0,609240,5290,0
63,33,0,500000,7693,0
63,577,0,500000,528,0
63,595,0,201629,3087,0
63,739,0,942355,4781,0
63,656,0,1077064,4764,0
63,689,0,550570,7883,0
63,858,0,956324,9317,0
63,122,0,500000,57,0
63,741,0,342182,433,0
63,719,0,702073,6004,0
63,838,0,1020019,179,0
63,720,0,523553,8593,0
63,989,0,820858,6046,0
63,269,0,332115,8140,0
63,340,0,384520,5548,0
63,833,0,472066,6356,0
63,532,0,284573,5462,0
63,111,0,916907,4299,0
63,134,0,595444,2545,0
63,365,0,293961,5368,0
63,816,0,900817,9462,0
63,444,0,535129,9442,0
63,818,0,1058957,319,0
63,920,0,637329,9771,0
63,38,0,836999,1511,0
63,84,0,1036196,9373,0
63,493,0,773206,78,0
63,306,0,589339,6237,0
63,424,0,1056272,7647,0
63,103,0,266710,9542,0
63,494,0,1158397,2300,0
63,409,0,505891,292,0
63,445,0,500000,8570,0
63,750,0,1069099,5382,0
63,965,0,1195828,6876,0
63,202,0,671467,5746,0
63,673,0,262766,5559,0
63,643,0,655792,7699,0
63,564,0,786121,4536,0
75,865,0,500000,59,0
75,55,0,659750,5820,0
75,731,0,226661,1127,0
75,557,0,500000,6315,0
82,689,0,200000,10000,0
82,85,0,500000,3507,0
82,292,0,1189653,1465,0
82,415,0,335200,290,0
82,410,0,245809,7853,0
82,513,0,635836,5660,0
82,500,0,846217,7069,0
82,267,0,555261,3916,0
82,140,0,1143564,81,0
82,875,0,274682,8690,0
82,937,0,500000,2138,0
82,210,0,674165,4069,0
82,897,0,500000,9384,0
82,327,0,536817,6533,0
82,433,0,1139085,3401,0
82,245,0,314386,7121,0
82,665,0,500000,8943,0
82,659,0,294913,813,0
82,319,0,471346,9040,0
82,553,0,428290,6012,0
82,637,0,1023041,1059,0
82,807,0,428358,4049,0
82,661,0,813683,4058,0
82,584,0,475110,5301,0
82,490,0,979492,4933,0
82,683,0,1010417,5605,0
82,402,0,1037474,4516,0
82,802,0,797644,3780,0
82,493,0,949307,1517,0
82,801,0,1136069,2991,0
82,266,0,500000,9075,0
82,175,0,202961,1868,0
82,74,0,670403,1606,0
82,47,0,607975,6921,0
82,541,0,1120654,8012,0
82,125,0,850240,7619,0
82,289,0,392995,109,0
82,39,0,500000,7829,0
82,308,0,241290,3425,0
82,731,0,500000,603,0
82,723,0,992879,7974,0
82,138,0,326752,9809,0
82,870,0,928866,8941,0
82,97,0,827367,128,0
82,677,0,891599,9772,0
82,457,0,469169,6363,0
82,436,0,836870,7159,0
82,517,0,500000,7351,0
82,479,0,535269,6267,0
82,803,0,1086724,5203,0
82,307,0,1168369,3327,0
97,52,0,200000,9293,0
97,913,0,589027,7618,0
97,982,0,500000,2602,0
97,333,0,656600,8807,0
97,413,0,500000,8676,0
