tail,head,low,cap,cost,flow
1,507,0,200000,3211,0
1,484,0,200000,1616,0
1,723,0,200000,4912,0
1,727,0,200000,9351,0
1,500,0,200000,5018,0
1,409,0,200000,6210,0
1,464,0,200000,1858,0
1,724,0,200000,2148,0
1,566,0,200000,4424,0
1,714,0,200000,8310,0
1,635,0,200000,7491,0
1,612,0,200000,3439,0
1,666,0,200000,7269,0
1,515,0,200000,150,286
1,468,0,200000,8713,0
2,535,0,200000,6446,0
2,770,0,200000,2279,0
2,551,0,200000,5688,0
2,793,0,200000,7526,0
2,589,0,200000,2712,0
2,705,0,200000,552,261
2,499,0,200000,9060,0
2,437,0,200000,248,0
2,516,0,200000,5144,0
2,668,0,200000,3864,0
2,501,0,200000,6005,0
2,424,0,200000,4245,0
2,603,0,200000,8330,0
2,541,0,200000,7421,0
2,626,0,200000,142,408
2,577,0,200000,3420,0
2,505,0,200000,6522,0
2,429,0,200000,5961,0
2,631,0,200000,5736,0
3,586,0,200000,4114,0
3,743,0,200000,9833,0
3,757,0,200000,8173,0
3,797,0,200000,2495,0
3,731,0,200000,4604,0
3,550,0,200000,2949,0
3,583,0,200000,9903,0
3,468,0,200000,8139,0
3,532,0,200000,7591,0
3,595,0,200000,5914,0
3,606,0,200000,5669,0
3,427,0,200000,3590,0
3,706,0,200000,8891,0
3,502,0,200000,233,0
3,715,0,200000,1580,0
3,654,0,200000,8646,0
3,596,0,200000,8767,0
3,709,0,200000,9266,0
3,720,0,200000,9129,0
3,795,0,200000,6915,0
3,507,0,200000,5789,0
3,437,0,200000,1965,0
3,516,0,200000,7619,0
3,499,0,200000,6171,0
3,767,0,200000,2529,0
3,721,0,200000,5969,0
3,570,0,200000,9793,0
3,561,0,200000,6016,0
3,462,0,200000,1860,0
3,661,0,200000,9386,0
3,540,0,200000,2673,0
3,790,0,200000,2918,0
3,726,0,200000,7903,0
3,627,0,200000,7213,0
3,444,0,200000,4253,0
3,419,0,200000,8909,0
3,576,0,200000,6735,0
3,475,0,200000,9549,0
3,739,0,200000,7045,0
3,543,0,200000,2554,0
3,568,0,200000,4064,0
3,523,0,200000,5104,0
3,423,0,200000,4292,0
3,761,0,200000,1842,0
3,549,0,200000,7362,0
3,697,0,200000,7603,0
3,648,0,200000,6257,0
3,590,0,200000,1251,373
4,436,0,200000,8519,0
4,605,0,200000,8843,0
4,531,0,200000,4963,0
4,490,0,200000,3733,0
4,745,0,200000,932,0
4,412,0,200000,9891,0
4,654,0,200000,2035,0
4,463,0,200000,3536,0
4,747,0,200000,3537,0
4,783,0,200000,3991,0
4,498,0,200000,3108,0
4,587,0,200000,7287,0
4,723,0,200000,8800,0
4,752,0,200000,6,195
4,778,0,200000,2172,0
4,767,0,200000,6305,0
5,792,0,200000,675,384
5,409,0,200000,7797,0
5,613,0,200000,2509,0
5,626,0,200000,4673,0
5,527,0,200000,6121,0
5,449,0,200000,8447,0
5,735,0,200000,6134,0
5,705,0,200000,8659,0
5,479,0,200000,6884,0
5,467,0,200000,1567,0
5,669,0,200000,8015,0
5,644,0,200000,4746,0
5,430,0,200000,8069,0
5,622,0,200000,1385,0
5,597,0,200000,9557,0
5,680,0,200000,633,75
5,526,0,200000,2255,0
5,645,0,200000,850,0
5,465,0,200000,4047,0
5,654,0,200000,1551,0
5,695,0,200000,5449,0
5,791,0,200000,103,7
6,535,0,200000,5477,0
6,545,0,200000,5925,0
6,710,0,200000,9771,0
6,632,0,200000,8472,0
6,719,0,200000,299,206
6,526,0,200000,1446,0
6,429,0,200000,4952,0
6,567,0,200000,4478,0
6,527,0,200000,5954,0
6,784,0,200000,279,0
6,769,0,200000,6788,0
6,569,0,200000,578,208
6,668,0,200000,2459,0
6,791,0,200000,3437,0
6,515,0,200000,9595,0
6,590,0,200000,1333,0
6,691,0,200000,2642,0
6,447,0,200000,9111,0
6,741,0,200000,6797,0
6,439,0,200000,2513,0
6,665,0,200000,7332,0
6,514,0,200000,3842,0
6,684,0,200000,473,0
6,733,0,200000,8075,0
6,422,0,200000,924,0
6,512,0,200000,4585,0
6,760,0,200000,9616,0
6,504,0,200000,2078,0
6,638,0,200000,79,0
6,477,0,200000,2130,0
6,523,0,200000,4907,0
6,739,0,200000,8288,0
6,690,0,200000,3806,0
6,495,0,200000,7577,0
7,579,0,200000,3666,0
7,410,0,200000,6974,0
7,742,0,200000,3948,0
7,577,0,200000,9522,0
7,453,0,200000,5662,0
7,772,0,200000,6135,0
7,444,0,200000,5329,0
7,540,0,200000,8364,0
7,562,0,200000,6544,0
7,434,0,200000,283,149
7,771,0,200000,8369,0
7,720,0,200000,3491,0
7,532,0,200000,6481,0
7,782,0,200000,946,0
7,500,0,200000,9861,0
7,436,0,200000,4976,0
7,483,0,200000,5071,0
7,499,0,200000,5611,0
7,637,0,200000,7122,0
8,497,0,200000,2364,0
8,712,0,200000,3234,602
8,744,0,200000,2271,0
8,661,0,200000,7316,0
9,723,0,200000,8505,0
9,548,0,200000,4202,0
9,780,0,200000,845,0
9,544,0,200000,5820,0
9,447,0,200000,6085,0
9,747,0,200000,7898,0
9,531,0,200000,8265,0
9,528,0,200000,6460,0
9,711,0,200000,5099,0
9,796,0,200000,8779,0
9,674,0,200000,62,149
9,725,0,200000,8929,0
9,660,0,200000,3220,0
9,576,0,200000,5562,0
9,705,0,200000,5705,0
9,625,0,200000,830,433
9,616,0,200000,5730,0
9,644,0,200000,7717,0
9,581,0,200000,4126,0
9,714,0,200000,3714,0
9,507,0,200000,225,0
9,695,0,200000,3369,0
9,766,0,200000,3660,0
9,509,0,200000,2367,0
9,523,0,200000,2469,0
9,431,0,200000,9779,0
9,495,0,200000,1489,0
9,493,0,200000,9672,0
9,515,0,200000,4600,0
9,588,0,200000,3328,0
9,608,0,200000,5374,0
9,635,0,200000,7902,0
9,687,0,200000,707,0
9,446,0,200000,7671,0
9,567,0,200000,1178,114
9,489,0,200000,6625,0
9,439,0,200000,1171,0
9,553,0,200000,7505,0
9,469,0,200000,9585,0
10,792,0,200000,5685,0
10,712,0,200000,6851,0
10,415,0,200000,4564,0
10,638,0,200000,2539,0
10,773,0,200000,7896,0
10,730,0,200000,3690,0
10,419,0,200000,8270,0
10,705,0,200000,2276,0
10,729,0,200000,2689,0
10,786,0,200000,1825,0
10,770,0,200000,6986,0
10,785,0,200000,2235,463
10,740,0,200000,2706,0
10,531,0,200000,7263,0
10,592,0,200000,709,0
10,757,0,200000,1968,0
10,577,0,200000,6317,0
10,484,0,200000,8008,0
10,468,0,200000,879,0
10,485,0,200000,5799,0
10,793,0,200000,4710,0
10,437,0,200000,1268,0
10,598,0,200000,6975,0
10,798,0,200000,6622,0
10,660,0,200000,9061,0
10,658,0,200000,281,0
10,535,0,200000,5274,0
10,670,0,200000,8463,0
10,645,0,200000,9707,0
10,692,0,200000,7565,0
10,791,0,200000,8621,0
