tail,head,low,cap,cost,flow
1,2915,0,5000,-23522,5000
1,1893,0,5000,-19106,0
1,3767,0,5000,-29902,0
1,766,0,5000,-41682,1681
1,3001,0,5000,-12178,0
2,1609,0,5000,-19207,5000
2,3393,0,5000,-1722,0
2,3882,0,5000,-36251,5000
2,650,0,5000,-42291,5000
2,1281,0,5000,-19038,5000
2,3206,0,5000,-13180,0
2,63,0,5000,-3197,0
2,600,0,5000,-34016,0
3,2894,0,5000,-5937,5000
3,1034,0,5000,-28241,5000
3,2004,0,5000,-35962,5000
4,2844,0,5000,-12734,5000
4,2501,0,5000,-48497,5000
4,1392,0,5000,-10522,5000
4,507,0,5000,-37165,5000
4,61,0,5000,-30345,5000
4,2737,0,5000,-1145,0
5,1094,0,5000,-18442,5000
5,2881,0,5000,-17906,5000
5,1354,0,5000,-11570,0
5,626,0,5000,-5771,5000
5,114,0,5000,-25098,5000
5,1610,0,5000,-23328,5000
6,751,0,5000,-5513,5000
6,2927,0,5000,-7939,0
6,810,0,5000,-2694,0
6,2711,0,5000,-33151,5000
6,1418,0,5000,-7476,0
6,222,0,5000,-4227,5000
6,2556,0,5000,-33158,5000
6,135,0,5000,-34698,5000
6,3026,0,5000,-41465,5000
7,1284,0,5000,-35361,5000
7,183,0,5000,-31005,5000
7,922,0,5000,-10714,0
7,3521,0,5000,-22335,5000
7,3223,0,5000,-26987,0
8,2195,0,5000,-24776,0
8,3935,0,5000,-3198,5000
8,914,0,5000,-43140,5000
8,3814,0,5000,-48410,5000
8,3255,0,5000,-36099,0
8,1209,0,5000,-49940,0
8,2056,0,5000,-31988,5000
9,3503,0,5000,-39505,5000
9,2316,0,5000,-1679,5000
9,2246,0,5000,-23041,0
9,2465,0,5000,-25829,5000
9,2336,0,5000,-33978,5000
10,1696,0,5000,-31875,5000
10,446,0,5000,-23786,5000
10,1115,0,5000,-40179,5000
10,915,0,5000,-18008,5000
11,1267,0,5000,-32079,5000
11,2774,0,5000,-14511,5000
11,1197,0,5000,-44896,5000
11,2821,0,5000,-43420,5000
11,673,0,5000,-24918,5000
12,127,0,5000,-45409,5000
12,3776,0,5000,-6299,5000
13,3804,0,5000,-16857,5000
13,2794,0,5000,-29631,5000
13,3652,0,5000,-35302,5000
13,280,0,5000,-32239,0
13,1465,0,5000,-15658,0
14,59,0,5000,-12973,5000
14,11,0,5000,-39312,5000
14,202,0,5000,-28291,5000
15,172,0,5000,-3032,5000
15,2959,0,5000,-28661,5000
15,1249,0,5000,-13247,5000
15,653,0,5000,-16103,5000
16,703,0,5000,-19305,5000
16,2649,0,5000,-42250,0
16,1539,0,5000,-7740,5000
16,1590,0,5000,-49429,5000
16,1892,0,5000,-44253,5000
16,1748,0,5000,-48252,5000
16,17,0,5000,-13783,5000
16,517,0,5000,-17213,0
16,737,0,5000,-29299,0
17,3383,0,5000,-43956,5000
17,2526,0,5000,-29799,5000
17,823,0,5000,-18490,0
17,2868,0,5000,-25382,5000
17,3995,0,5000,-23728,5000
17,530,0,5000,-13996,0
17,1921,0,5000,-36815,5000
18,718,0,5000,-5171,5000
18,1873,0,5000,-41440,5000
18,858,0,5000,-41389,0
18,2924,0,5000,-45664,5000
18,671,0,5000,-13539,5000
19,2613,0,5000,-41919,5000
19,1215,0,5000,-42998,5000
19,3216,0,5000,-18276,5000
19,1851,0,5000,-2455,0
19,1412,0,5000,-47612,5000
19,2882,0,5000,-39378,5000
19,3102,0,5000,-45161,5000
20,2298,0,5000,-11936,0
20,74,0,5000,-10239,5000
20,44,0,5000,-32030,5000
20,1153,0,5000,-2160,5000
20,3616,0,5000,-46711,5000
21,1583,0,5000,-18537,5000
21,2511,0,5000,-12155,0
21,356,0,5000,-39834,5000
21,846,0,5000,-20401,5000
21,3249,0,5000,-17445,0
21,743,0,5000,-24271,5000
22,3924,0,5000,-18957,5000
22,3353,0,5000,-16838,5000
22,3583,0,5000,-41234,5000
23,3799,0,5000,-24968,5000
23,3910,0,5000,-3072,0
23,525,0,5000,-34665,5000
23,1427,0,5000,-46489,5000
24,2936,0,5000,-49389,5000
24,1261,0,5000,-14466,5000
24,3203,0,5000,-40157,5000
25,275,0,5000,-26463,5000
25,339,0,5000,-30033,5000
25,683,0,5000,-5586,0
25,3406,0,5000,-10181,5000
25,252,0,5000,-20395,0
26,775,0,5000,-22748,5000
26,11,0,5000,-36529,5000
27,238,0,5000,-43811,5000
27,2376,0,5000,-44473,5000
27,3632,0,5000,-13915,0
27,1363,0,5000,-31636,5000
27,83,0,5000,-25894,5000
27,17,0,5000,-27099,5000
27,3489,0,5000,-24122,0
27,1193,0,5000,-2145,0
28,2746,0,5000,-10208,5000
28,892,0,5000,-21581,5000
28,3786,0,5000,-42679,5000
29,97,0,5000,-17845,0
29,3610,0,5000,-44107,5000
29,3837,0,5000,-44880,5000
29,3563,0,5000,-43788,5000
29,3627,0,5000,-33070,5000
29,2479,0,5000,-2060,0
30,3065,0,5000,-20576,0
30,3279,0,5000,-44746,5000
30,1575,0,5000,-30282,5000
30,1906,0,5000,-14232,0
30,964,0,5000,-34922,0
30,3668,0,5000,-1260,0
30,414,0,5000,-9322,5000
