tail,head,low,cap,cost,flow
1,190,0,62286,194,62286
1,258,0,400000,8577,0
5,93,0,62286,10000,0
5,373,0,69839,8240,0
5,257,0,53864,7451,0
8,234,0,62286,858,0
8,325,0,400000,5677,0
9,148,0,62286,5773,17385
9,55,0,400000,6204,24217
9,261,0,58110,7024,7749
12,291,0,62286,3551,0
12,134,0,87644,5478,0
12,202,0,98327,787,0
12,92,0,30394,3097,0
12,118,0,95074,2747,0
13,71,0,62286,6434,0
13,273,0,81122,3146,0
13,275,0,26285,777,0
13,101,0,58156,1609,0
17,116,0,62286,10000,0
17,267,0,87819,8022,0
17,31,0,400000,6418,0
23,332,0,62286,5458,0
23,31,0,54842,2056,0
23,154,0,83264,9824,0
23,62,0,102951,3538,0
24,62,0,62286,8,0
24,300,0,28027,487,28027
24,180,0,110166,9692,0
27,204,0,62286,5685,0
27,185,0,77720,7763,0
30,215,0,62286,10000,0
30,400,0,62286,10000,0
30,214,0,76886,5949,0
30,60,0,400000,4030,0
30,184,0,114308,4301,0
42,299,0,400000,4544,0
42,264,0,85313,3231,0
42,31,0,91783,4588,0
48,352,0,62286,201,22188
48,324,0,57160,4249,0
48,364,0,23717,5560,22222
50,168,0,400000,10000,0
50,211,0,37146,4323,0
50,51,0,37176,2823,0
50,282,0,47935,7135,0
51,297,0,400000,7479,0
51,178,0,20169,92,0
51,278,0,57509,9682,0
51,291,0,400000,3034,0
54,163,0,400000,10000,0
54,134,0,96843,7235,0
59,85,0,62286,2219,0
59,384,0,400000,8077,0
59,380,0,400000,9648,0
59,90,0,100599,4350,0
62,275,0,62286,6150,0
62,313,0,101481,5061,0
62,141,0,27177,2299,0
71,320,0,400000,8888,0
71,157,0,61983,928,0
71,318,0,55095,6045,0
71,222,0,62790,4802,0
71,390,0,400000,2802,0
85,214,0,400000,7462,0
85,365,0,119735,1616,0
85,141,0,33656,4912,0
85,303,0,61135,3819,0
85,154,0,22259,8627,0
91,345,0,62286,8617,0
91,335,0,400000,2148,0
91,323,0,90523,6718,0
93,367,0,62286,10000,0
93,230,0,400000,1166,0
93,81,0,34059,24,0
93,244,0,20039,150,0
93,295,0,27020,2535,0
99,123,0,62286,2045,0
99,336,0,83397,5181,0
99,127,0,111236,1848,0
99,238,0,99092,8379,0
99,73,0,400000,7227,0
105,197,0,62286,3192,0
105,308,0,77958,895,0
105,146,0,115297,2243,0
105,174,0,31949,5144,0
105,289,0,84029,4483,0
106,196,0,62286,10000,0
