tail,head,low,cap,cost,flow
1,4502,0,1000000,2246,2286
1,6954,0,75050,9172,0
1,7058,0,83991,3903,0
1,289,0,58622,2244,0
1,7803,0,75451,2893,0
1,2914,0,145757,7456,0
1,9681,0,49881,3657,0
1,4244,0,143899,3066,0
1,1659,0,124273,5755,0
1,1291,0,31073,3789,0
1,9180,0,55750,6821,0
1,6598,0,94719,4291,0
1,7969,0,92070,2149,0
1,3285,0,1000000,2775,0
1,5616,0,144017,2401,0
1,3322,0,1000000,1396,0
1,8215,0,140425,4622,0
179,6296,0,30000,3822,0
179,1771,0,95957,4325,0
179,1112,0,76839,5805,0
186,8144,0,30000,3119,0
186,7812,0,64449,1795,0
186,7603,0,144282,3923,0
186,6275,0,44082,5913,0
186,1414,0,1000000,2479,0
359,437,0,1000000,1235,0
359,2998,0,47215,1685,0
359,1765,0,1000000,8252,0
359,8726,0,47116,1,0
359,9574,0,38395,971,0
359,1305,0,124780,103,0
359,9871,0,40696,8351,0
359,7148,0,1000000,5708,0
359,4140,0,56075,7383,0
359,910,0,71336,8752,0
359,8859,0,94709,3030,0
401,423,0,30000,3027,0
401,1483,0,116029,6747,0
401,5739,0,1000000,4192,0
401,8339,0,93862,7487,0
401,8685,0,78350,884,0
401,2761,0,52881,8479,0
401,6043,0,112204,1091,0
401,316,0,1000000,2193,0
401,8259,0,46003,7231,0
401,6251,0,86439,3775,0
401,7498,0,1000000,8031,0
423,6815,0,1000000,10000,0
423,7329,0,116329,9470,0
423,3362,0,95510,5921,0
423,9910,0,50201,5392,0
423,8342,0,39448,171,0
423,6039,0,1000000,7904,0
423,7632,0,106770,8474,0
423,3873,0,48796,7716,0
423,5302,0,39427,8945,0
423,3869,0,134340,3093,0
423,2439,0,49462,6309,0
423,7301,0,109928,8289,0
423,9664,0,32313,4375,0
423,6107,0,75213,6514,0
423,237,0,63790,4762,0
423,6236,0,142731,2911,0
423,180,0,42168,3225,0
437,7391,0,30000,10000,0
437,6392,0,136818,4572,0
726,4134,0,30000,7783,0
726,7144,0,35630,9079,0
726,9683,0,37422,3372,0
726,1369,0,76387,107,0
726,2886,0,127448,9831,0
726,2984,0,52255,6768,0
726,2741,0,109257,8614,0
726,707,0,76764,7889,0
726,1057,0,39560,1806,0
898,9581,0,30000,5370,0
898,8030,0,67468,2378,0
898,2908,0,48631,433,0
898,3466,0,1000000,867,0
898,2219,0,111711,8402,0
898,6516,0,87896,1269,3051
898,8766,0,135931,3706,0
898,7493,0,109407,2005,0
1082,4541,0,30000,6950,0
1082,2127,0,41941,8730,0
1082,5117,0,118855,8436,0
1082,1083,0,1000000,7857,0
1082,9570,0,1000000,9139,0
1082,4851,0,1000000,1080,0
1082,6514,0,104769,5026,0
1082,5997,0,1000000,4914,0
1082,8178,0,110705,767,0
1082,9957,0,1000000,4556,0
1082,2879,0,61710,7437,0
1082,2210,0,107045,2565,0
1082,9815,0,127293,5396,0
1082,7367,0,45410,4804,0
1106,401,0,30000,9070,0
1106,9300,0,1000000,6803,0
1106,7275,0,1000000,7784,0
1106,9955,0,1000000,633,0
1106,5412,0,1000000,7629,0
1106,9262,0,1000000,5612,0
1106,9009,0,1000000,6789,0
1106,624,0,119679,7680,0
1106,4549,0,114852,6915,0
1106,2538,0,40435,5287,0
1106,8382,0,39000,4411,0
1106,9139,0,136680,7131,0
1106,4264,0,132921,8292,0
1402,4085,0,30000,5516,0
1402,671,0,141454,8883,0
1402,3146,0,1000000,5844,0
1402,4452,0,1000000,647,0
1402,3701,0,107040,9716,0
1402,198,0,1000000,3477,0
1402,3526,0,56253,9618,0
1402,8022,0,139321,2437,0
1554,2672,0,30000,9212,0
1554,3306,0,128273,8386,0
1554,5115,0,39467,5295,0
1554,8420,0,38856,1924,0
1554,1386,0,85389,5426,0
1554,9900,0,1000000,4636,0
1554,7134,0,1000000,142,0
1554,5128,0,1000000,5168,0
1554,9703,0,68916,1035,0
1554,6569,0,55042,3097,0
1554,170,0,99101,6380,0
1554,5114,0,123699,4475,0
1554,7834,0,94113,6258,0
1554,2341,0,131501,6010,0
1554,2944,0,1000000,1268,0
1554,2249,0,87600,1263,0
1762,4075,0,30000,10000,0
1762,7121,0,99895,6361,0
1762,7916,0,1000000,3938,0
1762,2061,0,33537,7364,0
1762,6443,0,142185,4804,0
1762,5066,0,123682,2498,0
1795,7305,0,30000,4930,0
1795,1080,0,1000000,9424,0
1795,1402,0,1000000,5653,0
1795,4880,0,78547,9136,0
1795,3728,0,133853,794,0
1795,9704,0,108227,7358,0
1795,3187,0,131164,8439,0
1795,8348,0,139526,9759,0
1795,4815,0,145112,426,0
1865,8142,0,1000000,9596,0
1865,5009,0,95387,3760,0
1865,940,0,115019,1108,0
1865,3662,0,118298,4422,0
1865,2419,0,30582,5829,0
1865,2669,0,131185,112,3311
1865,6498,0,67734,7531,0
1865,5469,0,100683,6387,0
1865,8621,0,83868,288,0
1865,6921,0,100399,1334,0
1865,8976,0,1000000,115,13811
1921,7604,0,30000,10000,0
1921,2674,0,47127,6597,0
1956,6333,0,30000,6446,0
1956,3270,0,109053,3456,0
1956,6968,0,143248,441,0
1956,6779,0,106924,3423,0
1956,5910,0,81519,1302,0
1956,7496,0,1000000,5360,0
1960,2749,0,30000,1255,0
1960,6950,0,121808,2529,0
1960,3526,0,125478,9225,0
1960,7045,0,99180,3004,0
1960,8017,0,75849,7600,0
1960,7880,0,87230,6589,0
1960,3272,0,92561,7361,0
1960,6759,0,126432,1936,0
1960,7492,0,79720,5319,0
1960,7121,0,70221,815,0
1960,3398,0,1000000,8906,0
1960,3133,0,145914,2004,0
1960,9803,0,93181,8964,0
1964,1106,0,30000,1297,0
1964,1174,0,136114,9666,0
1964,1055,0,1000000,4770,0
1964,6701,0,1000000,8711,0
1964,1150,0,119658,6646,0
1964,3276,0,60842,5037,0
1964,3365,0,31349,5989,0
1964,7220,0,111166,6859,0
1964,4586,0,1000000,4357,0
1964,9864,0,56191,3485,0
2126,5509,0,30000,10000,0
2126,5746,0,1000000,1256,0
2126,8579,0,147104,9448,0
2126,6467,0,148053,6234,0
2126,6630,0,114566,8339,0
2126,8180,0,106265,7186,0
2126,7205,0,1000000,9163,0
2126,3281,0,47872,6034,0
2126,1633,0,1000000,9055,0
2126,897,0,68618,4686,0
2126,1763,0,1000000,4284,0
2126,5424,0,81481,5952,0
2126,9428,0,43675,1230,0
2126,3477,0,122872,1632,0
2126,693,0,92121,1725,0
2126,2054,0,1000000,1619,0
2126,9718,0,96691,7767,0
2138,6217,0,30000,10000,0
2138,103,0,1000000,3260,0
2138,2021,0,133720,69,1638
2138,5598,0,46704,9070,0
2138,4482,0,93721,7664,0
2138,2881,0,140353,65,0
2138,7698,0,107509,5660,0
2138,7927,0,109080,1284,0
2138,858,0,91155,6420,0
2138,918,0,1000000,8958,0
2138,5790,0,1000000,9870,0
2138,5252,0,145713,875,0
2138,6108,0,145650,8157,0
2138,5051,0,1000000,9558,0
2198,8626,0,1000000,1162,0
2198,4533,0,77766,2347,0
2198,4406,0,68681,9596,0
2363,8089,0,30000,5929,0
2363,9100,0,99785,8127,0
2363,4149,0,1000000,8118,0
2363,3693,0,1000000,2000,0
2363,1733,0,138433,9809,0
2363,3288,0,132155,4489,0
2363,9908,0,102892,6492,0
2438,3552,0,30000,2558,0
2438,3956,0,88385,8763,0
2446,1402,0,30000,10000,0
2446,3384,0,107689,1238,0
