tail,head,low,cap,cost,flow
1,4662,0,1000000,33,32
1,7753,0,1000000,88,0
1,7954,0,1000000,15,0
1,5904,0,1000000,98,0
1,4350,0,1000000,69,0
1,4320,0,1000000,73,0
1,4525,0,1000000,43,0
1,6426,0,1000000,25,0
1,4077,0,1000000,2,0
1,5537,0,1000000,27,4
1,5351,0,1000000,53,0
1,4901,0,1000000,86,0
2,6186,0,1000000,34,5
2,4736,0,1000000,55,0
2,4673,0,1000000,71,0
2,5852,0,1000000,48,166
2,5483,0,1000000,12,0
3,5013,0,1000000,96,0
3,6540,0,1000000,25,0
3,4104,0,1000000,29,111
3,6651,0,1000000,6,0
3,5754,0,1000000,78,0
3,4655,0,1000000,94,0
3,7097,0,1000000,44,0
3,4286,0,1000000,21,0
3,5955,0,1000000,77,0
3,7293,0,1000000,12,0
3,7249,0,1000000,71,0
3,7474,0,1000000,60,0
3,5889,0,1000000,54,0
3,7738,0,1000000,76,0
3,4991,0,1000000,48,0
4,5605,0,1000000,73,0
4,7143,0,1000000,91,0
4,5132,0,1000000,77,0
4,7220,0,1000000,26,129
4,4046,0,1000000,36,39
4,7217,0,1000000,53,0
4,7350,0,1000000,65,0
4,4170,0,1000000,60,0
4,6828,0,1000000,5,154
4,5474,0,1000000,24,0
4,6745,0,1000000,72,0
4,4307,0,1000000,94,0
4,7200,0,1000000,27,0
4,4621,0,1000000,36,0
4,5704,0,1000000,22,0
4,5888,0,1000000,54,0
5,5839,0,1000000,87,0
5,6789,0,1000000,94,0
5,7736,0,1000000,53,253
5,7469,0,1000000,60,0
5,4546,0,1000000,99,0
5,6080,0,1000000,24,127
6,7001,0,1000000,38,163
6,5368,0,1000000,92,0
6,5691,0,1000000,56,0
6,4470,0,1000000,20,1
6,4021,0,1000000,99,0
6,4247,0,1000000,40,0
6,7521,0,1000000,76,0
6,7391,0,1000000,43,0
6,5373,0,1000000,99,0
7,6502,0,1000000,18,0
7,4448,0,1000000,2,0
7,6724,0,1000000,19,0
7,5106,0,1000000,23,0
7,5173,0,1000000,46,0
7,6388,0,1000000,27,0
7,4954,0,1000000,8,0
7,7085,0,1000000,25,0
7,5647,0,1000000,100,0
7,7480,0,1000000,29,0
7,7950,0,1000000,5,0
7,7969,0,1000000,34,0
7,6685,0,1000000,8,0
7,5159,0,1000000,66,0
7,7317,0,1000000,65,0
7,4985,0,1000000,1,242
8,4368,0,1000000,36,226
8,5725,0,1000000,12,46
8,5313,0,1000000,62,0
8,5290,0,1000000,87,0
8,6431,0,1000000,22,0
8,4307,0,1000000,37,0
8,7913,0,1000000,50,0
8,5927,0,1000000,33,0
9,4949,0,1000000,7,193
9,5474,0,1000000,53,0
9,7694,0,1000000,42,0
9,7372,0,1000000,73,0
9,7724,0,1000000,22,0
9,6731,0,1000000,90,0
9,7880,0,1000000,28,0
9,7631,0,1000000,21,0
9,6209,0,1000000,2,0
9,4752,0,1000000,37,0
9,7797,0,1000000,43,295
9,7024,0,1000000,45,0
9,5822,0,1000000,64,0
9,5429,0,1000000,68,0
9,4292,0,1000000,61,0
9,6983,0,1000000,95,0
10,6126,0,1000000,12,151
10,7052,0,1000000,24,62
10,6157,0,1000000,48,0
10,4559,0,1000000,53,0
10,4037,0,1000000,72,0
10,6136,0,1000000,7,0
10,4710,0,1000000,65,0
10,5362,0,1000000,100,0
10,4648,0,1000000,62,0
10,4801,0,1000000,58,0
10,6634,0,1000000,55,0
10,7175,0,1000000,87,0
11,5846,0,1000000,71,31
11,5811,0,1000000,31,114
11,4405,0,1000000,41,0
11,5883,0,1000000,2,0
11,5490,0,1000000,44,0
12,4538,0,1000000,34,54
12,4248,0,1000000,17,0
12,6865,0,1000000,6,0
12,6256,0,1000000,94,0
12,4695,0,1000000,70,0
12,6399,0,1000000,99,0
12,5237,0,1000000,2,0
12,7932,0,1000000,56,0
12,6494,0,1000000,19,36
12,5750,0,1000000,5,0
12,5487,0,1000000,92,0
12,4747,0,1000000,77,0
13,7435,0,1000000,62,70
13,5614,0,1000000,98,0
13,5163,0,1000000,74,0
13,6854,0,1000000,58,0
14,6769,0,1000000,46,2
14,5360,0,1000000,66,123
14,7049,0,1000000,20,0
14,6187,0,1000000,77,0
14,4387,0,1000000,84,68
14,4962,0,1000000,13,93
15,5173,0,1000000,84,0
15,5950,0,1000000,23,304
15,4430,0,1000000,84,0
15,6138,0,1000000,51,0
15,5734,0,1000000,79,0
15,6063,0,1000000,37,16
15,7251,0,1000000,89,0
16,5208,0,1000000,52,0
16,4635,0,1000000,81,0
16,5029,0,1000000,92,0
16,7694,0,1000000,55,0
16,5560,0,1000000,26,0
16,4647,0,1000000,41,0
16,7887,0,1000000,14,0
16,5049,0,1000000,98,0
16,6812,0,1000000,50,0
16,4088,0,1000000,11,0
16,4652,0,1000000,10,0
16,4982,0,1000000,10,0
16,6093,0,1000000,46,0
16,6558,0,1000000,61,0
16,6790,0,1000000,70,0
16,6168,0,1000000,8,292
17,6094,0,1000000,50,0
17,7746,0,1000000,27,331
17,6867,0,1000000,62,0
17,6763,0,1000000,58,0
17,7152,0,1000000,92,0
17,6729,0,1000000,30,0
17,5405,0,1000000,83,0
17,5179,0,1000000,26,0
17,7744,0,1000000,25,0
18,5785,0,1000000,51,121
18,4127,0,1000000,68,0
18,5691,0,1000000,39,0
18,4326,0,1000000,41,0
18,6521,0,1000000,53,0
18,5054,0,1000000,27,0
18,5634,0,1000000,19,78
19,5801,0,1000000,88,0
19,7840,0,1000000,40,0
19,4008,0,1000000,94,0
19,5466,0,1000000,13,219
20,6235,0,1000000,10,377
20,4569,0,1000000,52,0
20,4126,0,1000000,91,0
20,4465,0,1000000,51,0
20,7927,0,1000000,97,0
21,5165,0,1000000,67,0
21,7246,0,1000000,69,0
21,5456,0,1000000,8,0
21,4361,0,1000000,69,0
21,7916,0,1000000,46,0
21,5518,0,1000000,4,133
21,7548,0,1000000,47,0
21,6270,0,1000000,46,34
21,4004,0,1000000,92,0
21,7819,0,1000000,58,0
21,5693,0,1000000,81,0
21,5790,0,1000000,87,0
22,4453,0,1000000,46,0
22,4712,0,1000000,61,0
22,4923,0,1000000,87,0
22,7315,0,1000000,6,0
22,7498,0,1000000,84,0
22,7795,0,1000000,34,0
22,5999,0,1000000,96,0
22,7366,0,1000000,75,0
22,6435,0,1000000,11,0
22,6297,0,1000000,94,0
22,5288,0,1000000,47,0
22,4447,0,1000000,44,0
22,6508,0,1000000,22,368
22,7974,0,1000000,25,0
23,5593,0,1000000,56,0
23,4431,0,1000000,33,0
23,7470,0,1000000,94,0
23,7950,0,1000000,100,0
23,7290,0,1000000,36,0
23,7084,0,1000000,18,0
23,7230,0,1000000,9,233
23,4116,0,1000000,46,0
23,4176,0,1000000,57,0
23,7770,0,1000000,31,0
23,5016,0,1000000,19,0
23,4495,0,1000000,16,14
23,5986,0,1000000,72,0
23,6411,0,1000000,60,0
24,7422,0,1000000,88,0
24,7503,0,1000000,15,129
24,5171,0,1000000,38,0
24,6391,0,1000000,78,0
24,4607,0,1000000,10,0
24,4889,0,1000000,94,0
24,4288,0,1000000,45,0
24,6615,0,1000000,80,0
24,4286,0,1000000,48,0
