tail,head,low,cap,cost,flow
1,3838,0,86,237,0
1,1409,0,3432,845,0
1,2778,0,7364,62,86
1095,4113,0,86,668,0
1095,1250,0,4141,595,0
1095,4597,0,2046,287,0
1095,3127,0,9985,189,0
1095,4048,0,1151,788,0
1095,4058,0,3690,757,0
1095,3381,0,1047,393,0
1095,4210,0,134,6,0
1095,4033,0,3845,900,0
1095,4620,0,2186,38,0
1095,1699,0,5634,368,0
1095,4820,0,7472,94,0
1095,3226,0,3958,512,0
1095,2876,0,9745,329,0
3838,1095,0,86,7,0
3838,4998,0,86,130,0
3838,3915,0,2770,127,0
3838,1326,0,9003,392,0
3838,4908,0,3238,275,0
3838,1161,0,2137,113,0
3838,4972,0,3704,272,0
3838,4070,0,8298,443,0
3838,1697,0,7787,162,0
3838,1852,0,5873,208,0
3838,3659,0,2900,429,0
3838,3256,0,968,77,0
3838,3649,0,1856,868,0
3838,2116,0,3540,879,0
3838,4140,0,8523,938,0
3838,4701,0,2851,794,0
3838,1120,0,1438,925,0
3838,1921,0,5779,657,0
3838,2900,0,8778,564,0
3838,1566,0,8074,883,0
3838,1123,0,7346,965,0
3838,3486,0,6771,465,0
3838,2002,0,5864,646,0
3838,1048,0,4131,115,0
3838,2013,0,7257,294,0
3838,4602,0,430,681,0
3838,1424,0,583,88,0
3838,1704,0,6818,776,0
3838,3654,0,234,296,0
3838,3229,0,996,523,0
3838,2152,0,2203,168,0
3838,1451,0,5651,77,0
3838,4015,0,2277,118,0
3838,4705,0,9364,296,0
3838,3144,0,5551,904,0
3838,3719,0,2251,467,0
3838,4946,0,1087,270,0
3838,4582,0,1455,165,0
3838,1027,0,9979,684,0
3838,3905,0,32,500,0
3838,4511,0,9994,889,0
2,2958,0,71,407,0
2,3955,0,1041,903,0
2,3449,0,5970,555,0
2,3771,0,4421,484,0
2,4196,0,4,324,0
2,3943,0,9210,719,0
2,2876,0,8390,228,0
2,3269,0,8714,592,0
2,3199,0,3501,463,0
2,3244,0,5179,682,0
2,4374,0,625,542,0
2,1500,0,7185,840,0
2,3902,0,7469,447,0
2,2898,0,7557,582,0
2,4731,0,1059,32,71
2,2950,0,4479,697,0
2,3442,0,1886,946,0
2,3864,0,3993,151,0
2,2086,0,5415,537,0
2,3607,0,6573,801,0
2,2710,0,5974,871,0
1731,4438,0,71,878,0
1731,2221,0,5453,147,5
1731,2174,0,4011,330,0
1731,2771,0,8747,376,0
1731,3214,0,4479,462,0
1731,1657,0,7599,236,0
1731,2520,0,7597,670,0
1731,1614,0,91,376,0
1731,4873,0,1195,267,0
1731,2035,0,838,833,0
1731,1880,0,4537,634,0
1731,2522,0,5192,899,0
1731,1933,0,3361,788,0
1731,1845,0,6982,887,0
1731,1583,0,2063,511,0
1731,4527,0,5167,864,0
1731,4510,0,2993,175,0
1731,1359,0,2377,536,0
1731,1598,0,7510,717,0
1731,2912,0,4604,259,0
1731,4272,0,7369,71,48
1731,1166,0,287,477,0
1731,4910,0,3092,373,0
2958,1731,0,71,230,0
2958,4822,0,71,355,0
2958,1527,0,1195,239,0
2958,3659,0,3800,741,0
2958,3835,0,6451,375,0
2958,3208,0,8060,815,0
2958,1883,0,6374,212,0
2958,2299,0,5542,644,0
2958,2332,0,7745,312,0
2958,2764,0,9820,946,0
2958,3623,0,1299,813,0
2958,1534,0,6834,382,0
2958,1249,0,848,153,0
2958,2530,0,9748,300,0
2958,4042,0,85,723,0
2958,1133,0,1224,91,0
2958,1850,0,638,118,0
2958,1750,0,5588,510,0
2958,1096,0,142,667,0
2958,2315,0,4916,671,0
2958,3918,0,9868,525,0
2958,2400,0,3898,264,0
2958,2895,0,3652,498,0
2958,4931,0,3860,242,0
2958,1367,0,7716,691,0
2958,4754,0,7370,116,0
2958,4440,0,7036,131,37
2958,4346,0,3733,167,0
2958,3816,0,2792,688,0
2958,3513,0,4284,322,0
2958,1515,0,2685,349,0
2958,4924,0,485,65,0
2958,4339,0,3079,666,0
2958,1383,0,4070,118,0
3,3347,0,73,252,73
3,2540,0,5554,599,0
3,4138,0,5680,556,0
3,1100,0,8561,849,0
3,2662,0,1680,218,0
3,4372,0,8061,365,0
3,3867,0,8138,258,0
3,2346,0,8596,433,0
3,4594,0,9775,521,0
3,3259,0,891,981,0
3,3538,0,2370,733,0
3,3983,0,5904,562,0
3,4120,0,2632,861,0
1342,4761,0,73,976,0
1342,1340,0,8102,918,0
1342,1840,0,1708,822,0
1342,2546,0,9199,416,0
1342,3414,0,9618,126,0
1342,2824,0,2053,173,0
1342,1662,0,2137,968,0
