# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000      107.039     1345.336
       1.001       99.800      127.051     1365.969
       2.003      100.800      127.520     1365.969
       3.005       98.800      127.656     1365.969
       4.006      100.800      127.703     1365.969
       5.008       99.800      127.711     1365.969
       6.009       99.800      127.711     1365.969
       7.011       99.800      127.711     1365.969
       8.012      100.800      127.863     1366.098
       9.014       99.800      127.891     1366.098
      10.015       99.800      127.969     1366.227
      11.017       99.800      127.973     1366.227
      12.018       99.800      127.977     1366.227
      13.020      100.800      127.977     1366.227
      14.022       99.800      127.977     1366.227
      15.023       99.800      127.977     1366.227
      16.025       99.800      127.977     1366.227
      17.026       99.800      127.977     1366.227
      18.028       99.800      127.977     1366.227
      19.029       99.800      127.977     1366.227
      20.031       99.800      127.977     1366.227
      21.032       99.800      127.977     1366.227
      22.034      100.800      127.980     1366.227
      23.036       99.800      127.980     1366.227
      24.037       99.800      127.980     1366.227
      25.039       99.800      127.980     1366.227
      26.040       99.800      127.980     1366.227
      27.042       99.800      127.980     1366.227
      28.043      100.800      127.980     1366.227
      29.045       99.800      127.980     1366.227
      30.046       99.800      127.980     1366.227
      31.048       99.800      128.012     1366.227
      32.049       99.800      128.012     1366.227
      33.051       99.900      128.012     1366.227
      34.053       99.800      128.012     1366.227
      35.054      100.800      128.012     1366.227
      36.056       99.800      128.012     1366.227
      37.057       99.800      128.012     1366.227
      38.059       99.800      128.012     1366.227
      39.060       99.800      128.012     1366.227
      40.062       99.800      128.023     1366.227
      41.063       99.800      128.023     1366.227
      42.065       99.800      128.023     1366.227
      43.067      100.800      128.023     1366.227
      44.068       99.800      128.023     1366.227
      45.070       99.800      128.023     1366.227
      46.071       99.800      128.023     1366.227
      47.073       99.800      128.023     1366.227
      48.074      100.800      128.023     1366.227
      49.076       99.800      128.023     1366.227
      50.077       99.800      128.023     1366.227
      51.079       99.800      128.023     1366.227
      52.081       99.800      128.023     1366.227
      53.082       99.800      128.023     1366.227
      54.084       99.800      128.023     1366.227
      55.085      100.800      128.023     1366.227
      56.087       99.800      128.023     1366.227
      57.088       99.800      128.023     1366.227
      58.090       99.800      128.023     1366.227
      59.091       99.800      128.023     1366.227
      60.093      100.800      128.023     1366.227
      61.095       99.800      128.023     1366.227
      62.096       99.800      128.023     1366.227
      63.098       99.800      128.023     1366.227
      64.099       99.800      128.023     1366.227
      65.101       99.800      128.023     1366.227
      66.102       99.900      128.023     1366.227
      67.103      100.800      128.023     1366.227
      68.105       99.800      128.023     1366.227
      69.106       99.800      128.023     1366.227
      70.108       99.800      128.023     1366.227
      71.109       99.900      128.023     1366.227
      72.110       99.900      128.023     1366.227
      73.112       99.800      128.023     1366.227
      74.113      100.900      128.023     1366.227
      75.114       99.800      128.023     1366.227
      76.116       99.800      128.023     1366.227
      77.117       99.800      128.023     1366.227
      78.119       99.800      128.023     1366.227
      79.121       99.800      128.023     1366.227
      80.122       99.900      128.023     1366.227
      81.123       99.800      128.023     1366.227
      82.125      100.800      128.023     1366.227
      83.126       99.800      128.023     1366.227
      84.128       99.800      128.023     1366.227
      85.129       99.800      128.023     1366.227
