# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000      107.027     1345.293
       1.002       98.900      126.758     1365.824
       2.003      100.800      127.176     1365.824
       3.005       99.900      127.391     1365.824
       4.006       99.900      127.480     1365.824
       5.008       99.800      127.512     1365.824
       6.009       99.900      127.613     1365.824
       7.010       99.900      127.617     1365.824
       8.012       99.800      127.621     1365.824
       9.013      100.900      127.625     1365.824
      10.015       99.900      127.633     1365.824
      11.016       99.900      127.633     1365.824
      12.018       99.900      127.668     1365.824
      13.019       99.800      127.672     1365.824
      14.021       99.900      127.680     1365.824
      15.022       99.800      127.680     1365.824
      16.024       99.800      127.680     1365.824
      17.025       99.800      127.680     1365.824
      18.026      100.900      127.680     1365.953
      19.028       99.800      127.699     1365.953
      20.029       99.900      127.699     1365.953
      21.031      100.900      127.699     1365.953
      22.032       99.900      127.699     1365.953
      23.033       99.900      127.699     1365.953
      24.035       99.900      127.699     1365.953
      25.036       99.800      127.699     1365.953
      26.038       99.900      127.699     1365.953
      27.038       99.900      127.699     1365.953
      28.040      100.800      127.703     1365.953
      29.041       99.900      127.703     1365.953
      30.043       99.900      127.703     1365.953
      31.044       99.900      127.703     1365.953
      32.046       99.900      127.703     1365.953
      33.047       99.800      127.703     1365.953
      34.049       99.900      127.703     1365.953
      35.050       99.900      127.703     1365.953
      36.052       99.900      127.703     1365.953
      37.052      100.900      127.703     1365.953
      38.054       99.900      127.703     1365.953
      39.055       99.800      127.703     1365.953
      40.057       99.800      127.703     1365.953
      41.058       99.900      127.703     1365.953
      42.059       99.900      127.703     1365.953
      43.061       99.800      127.703     1365.953
      44.062       99.900      127.703     1365.953
      45.064       99.900      127.703     1365.953
      46.065      100.800      127.703     1365.953
      47.067       99.900      127.703     1365.953
      48.068       99.900      127.703     1365.953
      49.069       99.900      127.703     1365.953
      50.071      100.900      127.703     1365.953
      51.072       99.900      127.703     1365.953
      52.073       99.900      127.703     1365.953
      53.075       99.800      127.703     1365.953
      54.076       99.800      127.703     1365.953
      55.078       99.800      127.703     1365.953
      56.079       99.800      127.730     1365.953
      57.081       99.800      127.730     1365.953
      58.081       99.900      127.746     1365.953
      59.083      100.800      127.746     1365.953
      60.084       99.900      127.746     1365.953
      61.086       99.900      127.746     1365.953
      62.086       99.900      127.746     1365.953
      63.088       99.900      127.746     1365.953
      64.088       99.900      127.746     1365.953
      65.089       99.900      127.746     1365.953
      66.090       99.900      127.746     1365.953
      67.092       99.900      127.746     1365.953
