# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000      107.039     1345.316
       1.001       99.900      130.168     1369.559
       2.003       99.800      131.262     1369.824
       3.004      100.800      131.566     1369.953
       4.006       98.800      131.648     1369.953
       5.008       99.800      131.672     1369.953
       6.009       99.800      131.684     1369.953
       7.011      100.900      131.703     1369.953
       8.012       99.900      131.938     1370.215
       9.012       99.900      132.102     1370.348
      10.014       99.900      132.121     1370.348
      11.015       99.900      132.207     1370.480
      12.017      100.900      132.207     1370.480
      13.017       99.900      132.207     1370.480
      14.018       99.900      132.207     1370.480
      15.019       99.900      132.207     1370.480
      16.020       99.900      132.207     1370.480
      17.021       99.900      132.207     1370.480
      18.022       99.900      132.211     1370.480
      19.024       99.800      132.211     1370.480
      20.025       99.800      132.211     1370.480
      21.026      100.900      132.211     1370.480
      22.027       99.900      132.246     1370.480
      23.028       99.900      132.246     1370.480
      24.030       99.900      132.246     1370.480
      25.030       99.900      132.246     1370.480
      26.032       99.900      132.246     1370.480
      27.033       99.900      132.246     1370.480
      28.034       99.900      132.246     1370.480
      29.035       99.900      132.246     1370.480
      30.036       99.800      132.246     1370.480
      31.038      100.900      132.246     1370.480
      32.039       99.800      132.246     1370.480
      33.041       98.900      132.250     1370.480
      34.042       99.900      132.250     1370.480
      35.044      100.800      132.250     1370.480
      36.045       99.900      132.250     1370.480
      37.047       99.900      132.250     1370.480
      38.048       99.800      132.250     1370.480
      39.050      100.800      132.250     1370.480
      40.051       99.900      132.250     1370.480
      41.053       99.900      132.250     1370.480
      42.054       99.800      132.250     1370.480
      43.056      100.900      132.250     1370.480
      44.056      100.000      132.250     1370.480
      45.058       99.900      132.250     1370.480
      46.059       99.900      132.250     1370.480
      47.060       98.900      132.277     1370.480
      48.062      100.900      132.277     1370.480
      49.063       99.800      132.277     1370.480
      50.065       99.800      132.277     1370.480
      51.066       99.900      132.277     1370.480
      52.068       99.800      132.277     1370.480
      53.070       99.800      132.277     1370.480
      54.071      100.800      132.277     1370.480
      55.073       99.800      132.277     1370.480
      56.074       99.800      132.277     1370.480
      57.076       99.900      132.277     1370.480
      58.077       99.800      132.277     1370.480
      59.079       99.800      132.277     1370.480
      60.080      100.800      132.277     1370.480
      61.082       99.800      132.277     1370.480
      62.083       99.800      132.277     1370.480
      63.085       99.800      132.277     1370.480
      64.087      100.800      132.277     1370.480
      65.088       99.800      132.277     1370.480
      66.090       99.800      132.277     1370.480
      67.091       99.800      132.277     1370.480
      68.093       99.900      132.277     1370.480
      69.094       99.900      132.277     1370.480
      70.096      100.900      132.277     1370.480
      71.097       99.900      132.277     1370.480
      72.099       99.900      132.277     1370.480
      73.100       99.800      132.277     1370.480
      74.102       99.900      132.277     1370.480
      75.103       99.900      132.277     1370.480
      76.105       99.800      132.277     1370.480
      77.106      100.800      132.277     1370.480
      78.108       98.800      132.328     1370.480
      79.109       99.900      132.328     1370.480
      80.111       99.800      132.328     1370.480
      81.113       99.800      132.328     1370.480
      82.114       99.800      132.328     1370.480
      83.116      100.800      132.328     1370.480
      84.117      100.800      132.328     1370.480
      85.119       99.900      132.328     1370.480
      86.120       99.900      132.328     1370.480
      87.122       99.800      132.328     1370.480
      88.123       99.800      132.328     1370.480
      89.125       99.900      132.328     1370.480
      90.126       99.800      132.328     1370.480
      91.127      100.900      132.328     1370.480
      92.128       99.900      132.328     1370.480
      93.130       99.900      132.328     1370.480
      94.131       99.900      132.328     1370.480
      95.132       99.900      132.328     1370.480
      96.134       99.900      132.328     1370.480
      97.135       99.900      132.328     1370.480
      98.136       99.900      132.328     1370.480
      99.137       99.900      132.328     1370.480
     100.138       99.900      132.328     1370.480
     101.139      100.900      132.328     1370.480
     102.140       99.900      132.328     1370.480
     103.141       99.900      132.328     1370.480
     104.142       99.900      132.328     1370.480
     105.144       99.900      132.328     1370.480
     106.145       99.800      132.340     1370.609
     107.146       99.900      132.340     1370.609
     108.147       99.900      132.340     1370.609
     109.149       99.800      132.340     1370.609
     110.150      100.800      132.340     1370.609
     111.152       99.800      132.340     1370.609
     112.153       99.900      132.340     1370.609
     113.154       99.900      132.340     1370.609
     114.156       99.900      132.340     1370.609
     115.156       99.900      132.340     1370.609
     116.158       99.800      132.340     1370.609
     117.159       99.900      132.340     1370.609
     118.160       99.900      132.340     1370.609
     119.161       99.900      132.340     1370.609
     120.163      100.900      132.340     1370.609
     121.163       99.900      132.340     1370.609
     122.164       99.900      132.340     1370.609
     123.166       99.800      132.340     1370.609
     124.167       99.800      132.340     1370.609
     125.169       99.800      132.340     1370.609
     126.170       99.900      132.340     1370.609
     127.172      100.800      132.340     1370.609
     128.173       99.900      132.340     1370.609
     129.175       99.900      132.352     1370.609
     130.176       99.800      132.359     1370.609
     131.178       99.800      132.359     1370.609
