# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000      107.047     1345.340
       1.001      100.800      127.070     1365.980
       2.003       98.900      127.582     1365.980
       3.005      100.900      127.688     1365.980
       4.005       99.900      127.719     1365.980
       5.006       99.900      127.723     1365.980
       6.008       99.800      127.758     1365.980
       7.009       99.800      127.758     1365.980
       8.011      100.900      127.758     1365.980
       9.012       98.900      127.895     1366.109
      10.014      100.900      127.902     1366.109
      11.015       99.800      127.902     1366.109
      12.017       99.900      127.902     1366.109
      13.018       99.800      127.906     1366.109
      14.020       99.800      127.910     1366.109
      15.021       99.800      127.910     1366.109
      16.023       99.900      127.914     1366.109
      17.024      100.800      127.914     1366.109
      18.026       99.900      127.914     1366.109
      19.027       99.900      127.988     1366.242
      20.028       99.900      128.031     1366.242
      21.030       99.900      128.031     1366.242
      22.031      100.900      128.031     1366.242
      23.032       99.900      128.031     1366.242
      24.034       99.900      128.031     1366.242
      25.035       99.900      128.031     1366.242
      26.036       99.900      128.043     1366.242
      27.038       99.900      128.043     1366.242
      28.039       99.900      128.043     1366.242
      29.040       99.900      128.043     1366.242
      30.041       99.900      128.043     1366.242
      31.042      100.900      128.043     1366.242
      32.043       98.900      128.043     1366.242
      33.045       99.900      128.043     1366.242
      34.046       99.900      128.043     1366.242
      35.048      100.800      128.043     1366.242
      36.049       99.800      128.043     1366.242
      37.051       99.900      128.043     1366.242
      38.052       99.900      128.043     1366.242
      39.054       99.900      128.043     1366.242
      40.055      100.800      128.043     1366.242
      41.057       99.900      128.043     1366.242
      42.058       99.900      128.043     1366.242
      43.060       99.800      128.043     1366.242
      44.061       99.900      128.047     1366.242
      45.063       99.900      128.047     1366.242
      46.063       99.900      128.047     1366.242
      47.065       99.900      128.047     1366.242
      48.066       99.900      128.047     1366.242
      49.068      100.900      128.047     1366.242
      50.069       99.800      128.047     1366.242
      51.071       99.900      128.047     1366.242
      52.072       99.900      128.047     1366.242
      53.074       99.900      128.047     1366.242
      54.074       99.900      128.047     1366.242
      55.076      100.900      128.047     1366.242
      56.077       99.900      128.047     1366.242
      57.078       99.900      128.047     1366.242
      58.080       99.900      128.047     1366.242
      59.081       99.900      128.047     1366.242
      60.083       99.900      128.047     1366.242
      61.084       99.900      128.047     1366.242
      62.086       99.900      128.047     1366.242
      63.087      100.900      128.047     1366.242
      64.088       99.900      128.047     1366.242
      65.089       99.900      128.047     1366.242
      66.091       99.900      128.047     1366.242
      67.092       99.900      128.047     1366.242
      68.094       99.900      128.047     1366.242
      69.095      100.900      128.047     1366.242
