# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000      107.043     1345.316
       1.002       99.800      130.398     1369.801
       2.003       99.800      131.289     1369.801
       3.005       99.800      131.492     1369.801
       4.006      100.900      131.586     1369.801
       5.008       98.800      131.609     1369.801
       6.009      100.800      131.613     1369.801
       7.011       99.800      131.613     1369.801
       8.012       98.900      131.875     1370.188
       9.014      100.900      131.957     1370.188
      10.015       99.800      132.008     1370.188
      11.017      100.800      132.008     1370.188
      12.019       99.800      132.020     1370.188
      13.020       98.800      132.047     1370.316
      14.022       99.900      132.051     1370.316
      15.023      100.900      132.051     1370.316
      16.024      100.800      132.051     1370.316
      17.025       99.900      132.105     1370.445
      18.026       99.900      132.105     1370.445
      19.028       99.800      132.191     1370.445
      20.029       98.900      132.191     1370.445
      21.030       99.900      132.191     1370.445
      22.031       99.900      132.191     1370.445
      23.032      100.900      132.191     1370.445
      24.033       99.900      132.191     1370.445
      25.034       99.900      132.191     1370.445
      26.035       99.800      132.191     1370.445
      27.037      100.800      132.191     1370.445
      28.038       98.900      132.191     1370.445
      29.039      100.900      132.191     1370.445
      30.040       99.800      132.191     1370.445
      31.042       99.800      132.191     1370.445
      32.043       99.900      132.191     1370.445
      33.044       99.800      132.191     1370.445
      34.046       99.800      132.191     1370.445
      35.047       99.900      132.191     1370.445
      36.049       99.800      132.195     1370.445
      37.050       99.800      132.238     1370.445
      38.052       99.900      132.238     1370.445
      39.052      100.900      132.238     1370.445
      40.054       99.800      132.238     1370.445
      41.055       99.900      132.238     1370.445
      42.057       99.900      132.238     1370.445
      43.058       99.800      132.238     1370.445
      44.060       99.800      132.258     1370.445
      45.061      100.900      132.258     1370.445
      46.062       99.800      132.258     1370.445
      47.064       99.900      132.258     1370.445
      48.065       99.900      132.258     1370.445
      49.067       99.800      132.258     1370.445
      50.068       99.800      132.258     1370.445
      51.070       99.800      132.258     1370.445
      52.071       99.900      132.258     1370.445
      53.072       99.800      132.258     1370.445
      54.073      101.000      132.258     1370.445
      55.074       99.900      132.258     1370.445
      56.076       99.800      132.258     1370.445
      57.077       99.800      132.258     1370.445
      58.079       99.800      132.258     1370.445
      59.080       99.900      132.258     1370.445
      60.082       99.900      132.258     1370.445
      61.083       99.900      132.258     1370.445
      62.085      100.800      132.258     1370.445
      63.086       99.900      132.258     1370.445
      64.087       99.900      132.258     1370.445
      65.089       99.800      132.258     1370.445
      66.090       99.800      132.258     1370.445
      67.092       99.800      132.258     1370.445
      68.093      100.800      132.258     1370.445
      69.095       99.800      132.258     1370.445
      70.096       99.900      132.258     1370.445
      71.098       99.900      132.258     1370.445
      72.099       99.900      132.258     1370.445
      73.100       99.900      132.258     1370.445
