# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       0.000        0.000      107.043     1345.320
       1.001       98.900      128.305     1367.746
       2.003       99.900      129.172     1367.746
       3.004      100.900      129.359     1367.746
       4.006       99.800      129.434     1367.746
       5.007       99.900      129.484     1367.746
       6.008       99.800      129.504     1367.746
       7.010      100.800      129.504     1367.746
       8.011       99.900      129.504     1367.746
       9.013       99.800      129.598     1367.875
      10.014       99.900      129.688     1367.875
      11.015       99.900      129.848     1368.137
      12.016       99.900      129.906     1368.137
      13.017       99.900      129.906     1368.137
      14.018       99.900      129.906     1368.137
      15.018       99.900      129.906     1368.137
      16.020       99.800      129.906     1368.137
      17.021       99.900      129.906     1368.137
      18.023      100.800      129.918     1368.137
      19.024       99.900      129.918     1368.137
      20.025       99.800      129.918     1368.137
      21.027       99.800      129.918     1368.137
      22.028       99.900      129.918     1368.137
      23.030       99.800      129.918     1368.137
      24.031       99.900      129.918     1368.137
      25.033       99.900      129.918     1368.137
      26.034       99.900      129.918     1368.137
      27.035       99.900      129.918     1368.137
      28.037       99.900      129.918     1368.137
      29.038      100.800      129.918     1368.137
      30.040      100.800      129.918     1368.137
      31.041       99.900      129.918     1368.137
      32.042       99.900      129.930     1368.137
      33.043       98.900      129.930     1368.137
      34.044       99.900      129.930     1368.137
      35.045       99.900      129.930     1368.137
      36.046      100.900      129.930     1368.137
      37.047       99.900      129.930     1368.137
      38.048       99.900      129.930     1368.137
      39.049       99.900      129.930     1368.137
      40.050       99.900      129.930     1368.137
      41.051       99.900      129.930     1368.137
      42.052       99.900      129.930     1368.137
      43.053       99.900      129.930     1368.137
      44.054       99.900      129.930     1368.137
      45.055       99.900      129.930     1368.137
      46.056       99.900      129.949     1368.137
      47.057       99.900      129.949     1368.137
      48.058      100.900      129.949     1368.137
      49.059      100.900      129.949     1368.137
      50.060       99.900      129.949     1368.137
      51.061       99.900      129.949     1368.137
      52.061      100.000      129.949     1368.137
      53.063       99.900      129.949     1368.137
      54.064       99.900      129.949     1368.137
      55.065       99.900      129.949     1368.137
      56.066       99.900      129.949     1368.137
      57.067       99.900      129.949     1368.137
      58.068       99.900      129.949     1368.137
      59.069       99.900      129.949     1368.266
      60.070       99.900      129.949     1368.266
      61.072       99.900      129.949     1368.266
      62.073       99.900      129.949     1368.266
      63.074       99.900      129.949     1368.266
      64.075       99.900      129.949     1368.266
      65.077      100.900      129.949     1368.266
      66.078       99.900      129.949     1368.266
      67.079       99.900      129.949     1368.266
      68.081       99.900      129.949     1368.266
      69.082       99.900      129.949     1368.266
      70.083       99.900      129.949     1368.266
      71.084       99.900      129.949     1368.266
      72.086       99.900      129.949     1368.266
      73.087      100.900      129.949     1368.266
      74.088       99.900      130.035     1368.266
      75.090       99.900      130.035     1368.266
      76.090      100.000      130.035     1368.266
      77.091       99.900      130.035     1368.266
      78.092      100.900      130.035     1368.266
      79.094       99.900      130.035     1368.266
      80.095       99.900      130.035     1368.266
      81.096       99.900      130.035     1368.266
      82.098       99.900      130.035     1368.266
      83.099       99.900      130.035     1368.266
      84.100       99.900      130.035     1368.266
      85.102       99.900      130.035     1368.266
      86.103       99.900      130.035     1368.266
      87.104      100.900      130.035     1368.266
      88.105       99.900      130.035     1368.266
      89.107       99.900      130.035     1368.266
      90.108       99.900      130.035     1368.266
      91.109       99.900      130.035     1368.266
      92.111       99.900      130.035     1368.266
      93.112       99.900      130.035     1368.266
      94.114       99.900      130.035     1368.266
      95.115      100.900      130.035     1368.266
      96.116       99.900      130.035     1368.266
      97.118       99.900      130.035     1368.266
      98.119       99.900      130.035     1368.266
      99.120       99.900      130.035     1368.266
     100.122       99.900      130.035     1368.266
     101.123       99.900      130.035     1368.266
     102.124       99.900      130.035     1368.266
     103.125      100.900      130.035     1368.266
     104.126       99.900      130.035     1368.266
     105.127       99.900      130.035     1368.266
     106.128       99.900      130.035     1368.266
     107.129       99.900      130.035     1368.266
     108.130       99.900      130.035     1368.266
     109.131       99.900      130.035     1368.266
     110.132       99.900      130.035     1368.266
     111.133       99.900      130.035     1368.266
     112.135      100.900      130.035     1368.266
     113.136       99.900      130.035     1368.266
     114.137       99.900      130.035     1368.266
     115.138       99.900      130.035     1368.266
     116.139       99.900      130.035     1368.266
     117.141       99.900      130.035     1368.266
     118.142       99.900      130.035     1368.266
     119.143       99.900      130.035     1368.266
     120.144       99.900      130.035     1368.266
     121.145      100.900      130.035     1368.266
     122.146       98.900      130.035     1368.266
     123.147       99.900      130.035     1368.266
     124.149       99.900      130.035     1368.266
     125.150      100.900      130.035     1368.266
     126.151       99.900      130.035     1368.266
     127.153       99.900      130.043     1368.266
     128.154       99.900      130.043     1368.266
     129.155       99.900      130.043     1368.266
     130.155       99.900      130.043     1368.266
     131.157       99.900      130.043     1368.266
     132.157      100.900      130.043     1368.266
     133.159       99.900      130.043     1368.266
     134.160       99.900      130.043     1368.266
     135.161       99.900      130.043     1368.266
     136.161       99.900      130.043     1368.266
     137.163       99.900      130.043     1368.266
     138.164       99.900      130.043     1368.266
     139.165      100.900      130.043     1368.266
     140.167       99.900      130.043     1368.266
     141.168       99.900      130.043     1368.266
     142.169       99.900      130.043     1368.266
     143.171       99.900      130.043     1368.266
     144.172       99.900      130.043     1368.266
     145.173       99.900      130.043     1368.266
     146.174       99.900      130.043     1368.266
     147.176       99.900      130.043     1368.266
     148.177      100.900      130.043     1368.266
     149.179       99.900      130.043     1368.266
     150.180       99.900      130.043     1368.266
     151.181       99.900      130.043     1368.266
     152.182       99.900      130.043     1368.266
     153.183       99.800      130.043     1368.266
     154.185       99.800      130.043     1368.266
     155.186       99.900      130.043     1368.266
     156.188      100.900      130.043     1368.266
     157.189       99.900      130.043     1368.266
     158.190       99.900      130.043     1368.266
     159.191       99.800      130.043     1368.266
     160.193       99.800      130.043     1368.266
     161.194       99.900      130.043     1368.266
     162.195       99.900      130.043     1368.266
     163.196       99.900      130.043     1368.266
     164.197      100.900      130.043     1368.266
     165.198       99.800      130.043     1368.266
     166.199       99.900      130.043     1368.266
     167.201       99.800      130.043     1368.266
     168.202       99.800      130.043     1368.266
     169.204       99.800      130.043     1368.266
     170.205       99.900      130.043     1368.266
     171.207      100.800      130.043     1368.266
     172.208       99.900      130.043     1368.266
     173.209       99.900      130.043     1368.266
     174.210       99.800      130.043     1368.266
     175.211       99.900      130.043     1368.266
     176.213       99.800      130.043     1368.266
     177.213       99.900      130.043     1368.266
     178.215       99.900      130.043     1368.266
     179.216       99.900      130.043     1368.266
     180.218      100.900      130.043     1368.266
     181.219       99.900      130.043     1368.266
     182.220       99.900      130.043     1368.266
     183.222       99.900      130.043     1368.266
     184.222      100.000      130.043     1368.266
     185.224       99.900      130.043     1368.266
     186.225      100.800      130.043     1368.266
     187.226       99.900      130.043     1368.266
     188.227       99.900      130.043     1368.266
     189.228       99.900      130.043     1368.266
     190.229       99.900      130.043     1368.266
     191.230       99.900      130.043     1368.266
     192.231       99.900      130.043     1368.266
     193.232       99.900      130.043     1368.266
     194.233       99.900      130.043     1368.266
     195.234       99.900      130.043     1368.266
     196.236      100.800      130.043     1368.266
     197.237       99.900      130.043     1368.266
     198.238       98.900      130.043     1368.266
     199.239       99.900      130.043     1368.266
     200.241      100.800      130.043     1368.266
     201.242       99.900      130.043     1368.266
     202.244       99.800      130.043     1368.266
     203.245       99.900      130.043     1368.266
     204.246       99.900      130.043     1368.266
     205.247       99.900      130.043     1368.266
     206.249       99.900      130.043     1368.266
     207.250      100.900      130.043     1368.266
     208.252       99.900      130.043     1368.266
     209.252       99.900      130.043     1368.266
     210.254       99.900      130.043     1368.266
     211.255      100.800      130.043     1368.266
     212.257       98.900      130.043     1368.266
     213.258       99.900      130.043     1368.266
     214.259      100.900      130.043     1368.266
     215.260       99.900      130.043     1368.266
     216.262       98.900      130.043     1368.266
     217.263      100.900      130.043     1368.266
     218.264       99.900      130.043     1368.266
     219.265       99.900      130.043     1368.266
     220.267      100.900      130.043     1368.266
     221.268       98.900      130.043     1368.266
     222.269       99.900      130.043     1368.266
     223.270      100.900      130.043     1368.266
     224.272       99.900      130.043     1368.266
     225.273       99.900      130.043     1368.266
     226.274       99.900      130.043     1368.266
     227.275       99.900      130.043     1368.266
     228.277      100.800      130.043     1368.266
     229.278       98.900      130.043     1368.266
     230.280       99.800      130.043     1368.266
     231.281      100.900      130.043     1368.266
     232.281       99.900      130.043     1368.266
     233.283       99.800      130.043     1368.266
     234.284       99.900      130.043     1368.266
     235.286       99.900      130.043     1368.266
     236.287       99.800      130.043     1368.266
     237.289      100.800      130.043     1368.266
     238.290       99.900      130.043     1368.266
     239.292       99.900      130.043     1368.266
     240.293       98.900      130.043     1368.266
     241.294      100.900      130.043     1368.266
     242.295       99.900      130.043     1368.266
     243.296       99.900      130.043     1368.266
     244.297       99.800      130.043     1368.266
     245.299       99.900      130.043     1368.266
     246.300      100.900      130.043     1368.266
     247.301       99.900      130.043     1368.266
     248.302       99.900      130.043     1368.266
     249.303       98.800      130.043     1368.266
     250.304      100.900      130.043     1368.266
     251.306       99.800      130.043     1368.266
     252.307       99.900      130.043     1368.266
     253.308      100.900      130.043     1368.266
     254.309       99.900      130.043     1368.266
     255.310       98.900      130.043     1368.266
     256.312      100.800      130.043     1368.266
     257.313       99.800      130.043     1368.266
     258.315       99.800      130.043     1368.266
     259.316      100.800      130.043     1368.266
     260.318       98.800      130.043     1368.266
     261.319      100.900      130.043     1368.266
     262.320       99.900      130.043     1368.266
     263.322       98.800      130.043     1368.266
     264.323      100.900      130.043     1368.266
     265.325       99.800      130.043     1368.266
     266.326       99.900      130.043     1368.266
     267.328       99.900      130.043     1368.266
     268.329      100.800      130.043     1368.266
     269.331       99.800      130.043     1368.266
     270.332       99.900      130.043     1368.266
     271.334       99.800      130.043     1368.266
     272.335       99.800      130.043     1368.266
     273.337       99.800      130.043     1368.266
     274.338       99.900      130.043     1368.266
     275.340      100.800      130.043     1368.266
     276.341       98.900      130.043     1368.266
     277.343       99.900      130.043     1368.266
     278.343       99.900      130.043     1368.266
     279.345       99.900      130.043     1368.266
     280.346      100.800      130.043     1368.266
     281.348       99.800      130.043     1368.266
     282.349       99.900      130.043     1368.266
     283.350       99.800      130.043     1368.266
     284.352       99.900      130.043     1368.266
     285.353      100.900      130.043     1368.266
     286.354       99.900      130.043     1368.266
     287.355       99.900      130.043     1368.266
     288.357       98.900      130.043     1368.266
     289.358      100.800      130.043     1368.266
     290.359       99.900      130.043     1368.266
     291.360       99.900      130.043     1368.266
     292.361       99.900      130.043     1368.266
     293.362       99.900      130.043     1368.266
     294.364       99.800      130.043     1368.266
     295.365       99.800      130.043     1368.266
     296.366       99.900      130.043     1368.266
     297.367       99.900      130.043     1368.266
     298.368       99.900      130.043     1368.266
     299.369      100.900      130.043     1368.266
     300.370       99.900      130.043     1368.266
     301.371       99.900      130.043     1368.266
     302.372       99.900      130.043     1368.266
     303.373       99.900      130.043     1368.266
     304.374       99.900      130.043     1368.266
     305.375       99.900      130.043     1368.266
     306.376      100.900      130.043     1368.266
     307.377       99.900      130.043     1368.266
     308.378       99.900      130.043     1368.266
     309.379       99.900      130.043     1368.266
     310.380       99.900      130.043     1368.266
     311.381       99.900      130.043     1368.266
     312.383       99.800      130.043     1368.266
     313.384      100.900      130.043     1368.266
     314.386       99.800      130.043     1368.266
     315.387       99.900      130.043     1368.266
     316.388       99.900      130.043     1368.266
